PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Dubi, Yonatan; Di Ventra, Massimiliano								Colloquium: Heat flow and thermoelectricity in atomic and molecular junctions								REVIEWS OF MODERN PHYSICS				83	1			131	155		10.1103/RevModPhys.83.131			MAR 29 2011	2011										481							WOS:000288902100001		
J	Tran Quang Trung; Lee, Nae-Eung								Flexible and Stretchable Physical Sensor Integrated Platforms for Wearable Human-Activity Monitoring and Personal Healthcare								ADVANCED MATERIALS				28	22			4338	4372		10.1002/adma.201504244			JUN 8 2016	2016										480							WOS:000377123500010		
J	Wang, Haotian; Lu, Zhiyi; Xu, Shicheng; Kong, Desheng; Cha, Judy J.; Zheng, Guangyuan; Hsu, Po-Chun; Yan, Kai; Bradshaw, David; Prinz, Fritz B.; Cui, Yi								Electrochemical tuning of vertically aligned MoS2 nanofilms and its application in improving hydrogen evolution reaction								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				110	49			19701	19706		10.1073/pnas.1316792110			DEC 3 2013	2013										478							WOS:000327744900025		
J	Baffou, Guillaume; Quidant, Romain								Thermo-plasmonics: using metallic nanostructures as nano-sources of heat								LASER & PHOTONICS REVIEWS				7	2			171	187		10.1002/lpor.201200003			MAR 2013	2013										477							WOS:000325934300004		
J	Li, Jing-Feng; Liu, Wei-Shu; Zhao, Li-Dong; Zhou, Min								High-performance nanostructured thermoelectric materials								NPG ASIA MATERIALS				2	4			152	158		10.1038/asiamat.2010.138			OCT 2010	2010										476							WOS:000297618700004		
J	Kelzenberg, Michael D.; Turner-Evans, Daniel B.; Kayes, Brendan M.; Filler, Michael A.; Putnam, Morgan C.; Lewis, Nathan S.; Atwater, Harry A.								Photovoltaic measurements in single-nanowire silicon solar cells								NANO LETTERS				8	2			710	714		10.1021/nl072622p			FEB 2008	2008										475							WOS:000253166200062		
J	Zou, J; Balandin, A								Phonon heat conduction in a semiconductor nanowire								JOURNAL OF APPLIED PHYSICS				89	5			2932	2938		10.1063/1.1345515			MAR 1 2001	2001										474							WOS:000167133000067		
J	Zhao, Li-Dong; Dravid, Vinayak P.; Kanatzidis, Mercouri G.								The panoscopic approach to high performance thermoelectrics								ENERGY & ENVIRONMENTAL SCIENCE				7	1			251	268		10.1039/c3ee43099e			JAN 2014	2014										471							WOS:000329550700011		
J	Balandin, A; Wang, KL								Significant decrease of the lattice thermal conductivity due to phonon confinement in a free-standing semiconductor quantum well								PHYSICAL REVIEW B				58	3			1544	1549		10.1103/PhysRevB.58.1544			JUL 15 1998	1998										470							WOS:000075039600071		
J	Goesmann, Helmut; Feldmann, Claus								Nanoparticulate Functional Materials								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				49	8			1362	1395		10.1002/anie.200903053			2010	2010										463							WOS:000275028000003		
J	Dasgupta, Neil P.; Sun, Jianwei; Liu, Chong; Brittman, Sarah; Andrews, Sean C.; Lim, Jongwoo; Gao, Hanwei; Yan, Ruoxue; Yang, Peidong								25th Anniversary Article: Semiconductor Nanowires Synthesis, Characterization, and Applications								ADVANCED MATERIALS				26	14			2137	2184		10.1002/adma.201305929			APR 2014	2014										461							WOS:000334398400003		
J	Li, Calvin H.; Peterson, G. P.								Experimental investigation of temperature and volume fraction variations on the effective thermal conductivity of nanoparticle suspensions (nanofluids)								JOURNAL OF APPLIED PHYSICS				99	8					084314	10.1063/1.2191571			APR 15 2006	2006										459							WOS:000237404200056		
J	Ju, YS; Goodson, KE								Phonon scattering in silicon films with thickness of order 100 nm								APPLIED PHYSICS LETTERS				74	20			3005	3007		10.1063/1.123994			MAY 17 1999	1999										445							WOS:000080352700033		
J	Brongersma, Mark L.; Cui, Yi; Fan, Shanhui								Light management for photovoltaics using high-index nanostructures								NATURE MATERIALS				13	5			451	460		10.1038/NMAT3921			MAY 2014	2014										444							WOS:000334845600014		
J	Lee, Jong-Soo; Kovalenko, Maksym V.; Huang, Jing; Chung, Dae Sung; Talapin, Dmitri V.								Band-like transport, high electron mobility and high photoconductivity in all-inorganic nanocrystal arrays								NATURE NANOTECHNOLOGY				6	6			348	352		10.1038/nnano.2011.46			JUN 2011	2011										443							WOS:000291301900008		
J	Broido, D. A.; Malorny, M.; Birner, G.; Mingo, Natalio; Stewart, D. A.								Intrinsic lattice thermal conductivity of semiconductors from first principles								APPLIED PHYSICS LETTERS				91	23					231922	10.1063/1.2822891			DEC 3 2007	2007										443							WOS:000251450600044		
J	Tan, Gangjian; Zhao, Li-Dong; Kanatzidis, Mercouri G.								Rationally Designing High-Performance Bulk Thermoelectric Materials								CHEMICAL REVIEWS				116	19			12123	12149		10.1021/acs.chemrev.6b00255			OCT 12 2016	2016										442							WOS:000385469400013		
J	Zhu, Ting; Li, Ju								Ultra-strength materials								PROGRESS IN MATERIALS SCIENCE				55	7			710	757		10.1016/j.pmatsci.2010.04.001			SEP 2010	2010										438							WOS:000279421200003		
J	Shi, L; Li, DY; Yu, CH; Jang, WY; Kim, D; Yao, Z; Kim, P; Majumdar, A								Measuring thermal and thermoelectric properties of one-dimensional nanostructures using a microfabricated device								JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME				125	5			881	888		10.1115/1.1597619			OCT 2003	2003										435							WOS:000185714500015		
J	Zhou, Lin; Tan, Yingling; Wang, Jingyang; Xu, Weichao; Yuan, Ye; Cai, Wenshan; Zhu, Shining; Zhu, Jia								3D self-assembly of aluminium nanoparticles for plasmon-enhanced solar desalination								NATURE PHOTONICS				10	6			393	+		10.1038/NPHOTON.2016.75			JUN 2016	2016										426							WOS:000377476500017		
J	Tian, Bozhi; Kempa, Thomas J.; Lieber, Charles M.								Single nanowire photovoltaics								CHEMICAL SOCIETY REVIEWS				38	1			16	24		10.1039/b718703n			2009	2009										424							WOS:000261768900002		
J	Cahill, DG; Goodson, KE; Majumdar, A								Thermometry and thermal transport in micro/nanoscale solid-state devices and structures								JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME				124	2			223	241		10.1115/1.1454111			APR 2002	2002										424							WOS:000175917200002		
J	Nair, Remya; Varghese, Saino Hanna; Nair, Baiju G.; Maekawa, T.; Yoshida, Y.; Kumar, D. Sakthi								Nanoparticulate material delivery to plants								PLANT SCIENCE				179	3			154	163		10.1016/j.plantsci.2010.04.012			SEP 2010	2010										422							WOS:000280329100002		
J	Corcione, Massimo								Empirical correlating equations for predicting the effective thermal conductivity and dynamic viscosity of nanofluids								ENERGY CONVERSION AND MANAGEMENT				52	1			789	793		10.1016/j.enconman.2010.06.072			JAN 2011	2011										421							WOS:000284746800097		
J	Tang, Jinyao; Wang, Hung-Ta; Lee, Dong Hyun; Fardy, Melissa; Huo, Ziyang; Russell, Thomas P.; Yang, Peidong								Holey Silicon as an Efficient Thermoelectric Material								NANO LETTERS				10	10			4279	4283		10.1021/nl102931z			OCT 2010	2010										418							WOS:000282727600080		
J	Chowdhury, Ihtesham; Prasher, Ravi; Lofgreen, Kelly; Chrysler, Gregory; Narasimhan, Sridhar; Mahajan, Ravi; Koester, David; Alley, Randall; Venkatasubramanian, Rama								On-chip cooling by superlattice-based thin-film thermoelectrics								NATURE NANOTECHNOLOGY				4	4			235	238		10.1038/NNANO.2008.417			APR 2009	2009										416							WOS:000265457300013		
J	Yu, Jen-Kan; Mitrovic, Slobodan; Tham, Douglas; Varghese, Joseph; Heath, James R.								Reduction of thermal conductivity in phononic nanomesh structures								NATURE NANOTECHNOLOGY				5	10			718	721		10.1038/nnano.2010.149			OCT 2010	2010										409							WOS:000282578000009		
J	Wilson, Nicola K.; Foster, Samuel D.; Wang, Xiaonan; Knezevic, Kathy; Schuette, Judith; Kainnakis, Polynikis; Chilarska, Paulina M.; Kinston, Sarah; Ouwehand, Willem H.; Dzierzak, Elaine; Pimanda, John E.; de Bruijn, Marella F. T. R.; Goettgens, Berthold								Combinatorial Transcriptional Control In Blood Stem/Progenitor Cells: Genome-wide Analysis of Ten Major Transcriptional Regulators								CELL STEM CELL				7	4			532	544		10.1016/j.stem.2010.07.016			OCT 8 2010	2010										406							WOS:000283270600014		
J	Zhu, Guang; Chen, Jun; Zhang, Tiejun; Jing, Qingshen; Wang, Zhong Lin								Radial-arrayed rotary electrification for high performance triboelectric generator								NATURE COMMUNICATIONS				5						3426	10.1038/ncomms4426			MAR 2014	2014										404							WOS:000334300400009		
J	Peng, Kui-Qing; Lee, Shuit-Tong								Silicon Nanowires for Photovoltaic Solar Energy Conversion								ADVANCED MATERIALS				23	2			198	215		10.1002/adma.201002410			JAN 11 2011	2011										402							WOS:000285886400003		
J	Wang, Ken Xingze; Yu, Zongfu; Liu, Victor; Cui, Yi; Fan, Shanhui								Absorption Enhancement in Ultrathin Crystalline Silicon Solar Cells with Antireflection and Light-Trapping Nanocone Gratings								NANO LETTERS				12	3			1616	1619		10.1021/nl204550q			MAR 2012	2012										401							WOS:000301406800086		
J	Rousseau, Emmanuel; Siria, Alessandro; Jourdan, Guillaume; Volz, Sebastian; Comin, Fabio; Chevrier, Joel; Greffet, Jean-Jacques								Radiative heat transfer at the nanoscale								NATURE PHOTONICS				3	9			514	517		10.1038/NPHOTON.2009.144			SEP 2009	2009										400							WOS:000269382000013		
J	Gupta, Ankur; Sakthivel, Tamilselvan; Seal, Suclipta								Recent development in 2D materials beyond graphene								PROGRESS IN MATERIALS SCIENCE				73				44	126		10.1016/j.pmatsci.2015.02.002			AUG 2015	2015										398							WOS:000356736000002		
J	Vining, Cronin B.								An inconvenient truth about thermoelectrics								NATURE MATERIALS				8	2			83	85		10.1038/nmat2361			FEB 2009	2009										396							WOS:000263090600002		
J	Yao, Qin; Chen, Lidong; Zhang, Wenqing; Liufu, Shengcong; Chen, Xihong								Enhanced Thermoelectric Performance of Single-Walled Carbon Nanotubes/Polyaniline Hybrid Nanocomposites								ACS NANO				4	4			2445	2451		10.1021/nn1002562			APR 2010	2010										389							WOS:000276956800081		
J	Shakouri, Ali								Recent Developments in Semiconductor Thermoelectric Physics and Materials								Annual Review of Materials Research				41				399	431		10.1146/annurev-matsci-062910-100445			2011	2011										387							WOS:000294028600016		
J	Hussein, Mahmoud I.; Leamy, Michael J.; Ruzzene, Massimo								Dynamics of Phononic Materials and Structures: Historical Origins, Recent Progress, and Future Outlook								APPLIED MECHANICS REVIEWS				66	4					040802	10.1115/1.4026911			JUL 2014	2014										382							WOS:000337909500003		
J	Hu, Xianluo; Li, Guisheng; Yu, Jimmy C.								Design, Fabrication, and Modification of Nanostructured Semiconductor Materials for Environmental and Energy Applications								LANGMUIR				26	5			3031	3039		10.1021/la902142b			MAR 2 2010	2010										380							WOS:000274636900013		
J	Sivakov, V.; Andrae, G.; Gawlik, A.; Berger, A.; Plentz, J.; Falk, F.; Christiansen, S. H.								Silicon Nanowire-Based Solar Cells on Glass: Synthesis, Optical Properties, and Cell Parameters								NANO LETTERS				9	4			1549	1554		10.1021/nl803641f			APR 2009	2009										380							WOS:000265030000050		
J	Wang, ZL								Functional oxide nanobelts: Materials, properties and potential applications in nanosystems and biotechnology								ANNUAL REVIEW OF PHYSICAL CHEMISTRY				55				159	196		10.1146/annurev.physchem.55.091602.094416			2004	2004										374							WOS:000222766400007		
J	Langley, Daniel; Giusti, Gael; Mayousse, Celine; Celle, Caroline; Bellet, Daniel; Simonato, Jean-Pierre								Flexible transparent conductive materials based on silver nanowire networks: a review								NANOTECHNOLOGY				24	45					452001	10.1088/0957-4484/24/45/452001			NOV 15 2013	2013										365							WOS:000326081400002		
J	Xie, Wenjie; Tang, Xinfeng; Yan, Yonggao; Zhang, Qingjie; Tritt, Terry M.								Unique nanostructures and enhanced thermoelectric performance of melt-spun BiSbTe alloys								APPLIED PHYSICS LETTERS				94	10					102111	10.1063/1.3097026			MAR 9 2009	2009										363							WOS:000264280000047		
J	Bubnova, Olga; Khan, Zia Ullah; Wang, Hui; Braun, Slawomir; Evans, Drew R.; Fabretto, Manrico; Hojati-Talemi, Pejman; Dagnelund, Daniel; Arlin, Jean-Baptiste; Geerts, Yves H.; Desbief, Simon; Breiby, Dag W.; Andreasen, Jens W.; Lazzaroni, Roberto; Chen, Weimin M.; Zozoulenko, Igor; Fahlman, Mats; Murphy, Peter J.; Berggren, Magnus; Crispin, Xavier								Semi-metallic polymers								NATURE MATERIALS				13	2			190	194		10.1038/nmat3824			FEB 2014	2014										360							WOS:000330182700027		
J	Zhang, Qian; Sun, Yimeng; Xu, Wei; Zhu, Daoben								Organic Thermoelectric Materials: Emerging Green Energy Materials Converting Heat to Electricity Directly and Efficiently								ADVANCED MATERIALS				26	40			6829	6851		10.1002/adma.201305371			OCT 29 2014	2014										358							WOS:000344247400003		
J	Song, Min-Kyu; Park, Soojin; Alamgir, Faisal M.; Cho, Jaephil; Liu, Meilin								Nanostructured electrodes for lithium-ion and lithium-air batteries: the latest developments, challenges, and perspectives								MATERIALS SCIENCE & ENGINEERING R-REPORTS				72	11			203	252		10.1016/j.mser.2011.06.001			NOV 22 2011	2011										357							WOS:000297831100001		
J	Cao, Linyou; Fan, Pengyu; Vasudev, Alok P.; White, Justin S.; Yu, Zongfu; Cai, Wenshan; Schuller, Jon A.; Fan, Shanhui; Brongersma, Mark L.								Semiconductor Nanowire Optical Antenna Solar Absorbers								NANO LETTERS				10	2			439	445		10.1021/nl9036627			FEB 2010	2010										357							WOS:000274338800013		
J	Dai, S.; Fei, Z.; Ma, Q.; Rodin, A. S.; Wagner, M.; McLeod, A. S.; Liu, M. K.; Gannett, W.; Regan, W.; Watanabe, K.; Taniguchi, T.; Thiemens, M.; Dominguez, G.; Castro Neto, A. H.; Zettl, A.; Keilmann, F.; Jarillo-Herrero, P.; Fogler, M. M.; Basov, D. N.								Tunable Phonon Polaritons in Atomically Thin van der Waals Crystals of Boron Nitride								SCIENCE				343	6175			1125	1129		10.1126/science.1246833			MAR 7 2014	2014										351							WOS:000332331500045		
J	Bubnova, Olga; Crispin, Xavier								Towards polymer-based organic thermoelectric generators								ENERGY & ENVIRONMENTAL SCIENCE				5	11			9345	9362		10.1039/c2ee22777k			NOV 2012	2012										351							WOS:000310006200015		
J	Muskens, Otto L.; Rivas, Jaime Gomez; Algra, Rienk E.; Bakkers, Erik P. A. M.; Lagendijk, Ad								Design of light scattering in nanowire materials for photovoltaic applications								NANO LETTERS				8	9			2638	2642		10.1021/nl0808076			SEP 2008	2008										351							WOS:000259140200007		
J	Venkatasubramanian, R								Lattice thermal conductivity reduction and phonon localizationlike behavior in superlattice structures								PHYSICAL REVIEW B				61	4			3091	3097		10.1103/PhysRevB.61.3091			JAN 15 2000	2000										349							WOS:000085348300099		
J	Chen, Hou-Tong; Taylor, Antoinette J.; Yu, Nanfang								A review of metasurfaces: physics and applications								REPORTS ON PROGRESS IN PHYSICS				79	7					076401	10.1088/0034-4885/79/7/076401			JUL 2016	2016										348							WOS:000383955800011		
J	Simpson, R. E.; Fons, P.; Kolobov, A. V.; Fukaya, T.; Krbal, M.; Yagi, T.; Tominaga, J.								Interfacial phase-change memory								NATURE NANOTECHNOLOGY				6	8			501	505		10.1038/NNANO.2011.96			AUG 2011	2011										348							WOS:000293499400010		
J	Taylor, Robert; Coulombe, Sylvain; Otanicar, Todd; Phelan, Patrick; Gunawan, Andrey; Lv, Wei; Rosengarten, Gary; Prasher, Ravi; Tyagi, Himanshu								Small particles, big impacts: A review of the diverse applications of nanofluids								JOURNAL OF APPLIED PHYSICS				113	1					011301	10.1063/1.4754271			JAN 7 2013	2013										345							WOS:000313329000001		
J	Moore, Arden L.; Shi, Li								Emerging challenges and materials for thermal management of electronics								MATERIALS TODAY				17	4			163	174		10.1016/j.mattod.2014.04.003			MAY 2014	2014										344							WOS:000336479600017		
J	Lenert, Andrej; Bierman, David M.; Nam, Youngsuk; Chan, Walker R.; Celanovic, Ivan; Soljacic, Marin; Wang, Evelyn N.								A nanophotonic solar thermophotovoltaic device								NATURE NANOTECHNOLOGY				9	2			126	130		10.1038/NNANO.2013.286			FEB 2014	2014										343							WOS:000331069200015		
J	Toberer, Eric S.; May, Andrew F.; Snyder, G. Jeffrey								Zintl Chemistry for Designing High Efficiency Thermoelectric Materials								CHEMISTRY OF MATERIALS				22	3			624	634		10.1021/cm901956r			FEB 9 2010	2010										342							WOS:000274089600005		
J	Kim, Hyun-Sik; Gibbs, Zachary M.; Tang, Yinglu; Wang, Heng; Snyder, G. Jeffrey								Characterization of Lorenz number with Seebeck coefficient measurement								APL MATERIALS				3	4					041506	10.1063/1.4908244			APR 2015	2015										341							WOS:000353828400013		
J	Ou, Hsin-Hung; Lo, Shang-Lien								Review of titania nanotubes synthesized via the hydrothermal treatment: Fabrication, modification, and application								SEPARATION AND PURIFICATION TECHNOLOGY				58	1			179	191		10.1016/j.seppur.2007.07.017			DEC 1 2007	2007										338							WOS:000251183500027		
J	Chookajorn, Tongjai; Murdoch, Heather A.; Schuh, Christopher A.								Design of Stable Nanocrystalline Alloys								SCIENCE				337	6097			951	954		10.1126/science.1224737			AUG 24 2012	2012										337							WOS:000307807600041		
J	Xie, Wenjie; He, Jian; Kang, Hye Jung; Tang, Xinfeng; Zhu, Song; Laver, Mark; Wang, Shanyu; Copley, John R. D.; Brown, Craig M.; Zhang, Qingjie; Tritt, Terry M.								Identifying the Specific Nanostructures Responsible for the High Thermoelectric Performance of (Bi,Sb)(2)Te-3 Nanocomposites								NANO LETTERS				10	9			3283	3289		10.1021/nl100804a			SEP 2010	2010										337							WOS:000281498200011		
J	Barth, Sven; Hernandez-Ramirez, Francisco; Holmes, Justin D.; Romano-Rodriguez, Albert								Synthesis and applications of one-dimensional semiconductors								PROGRESS IN MATERIALS SCIENCE				55	6			563	627		10.1016/j.pmatsci.2010.02.001			AUG 2010	2010										337							WOS:000277886200002		
J	Czaban, Josef A.; Thompson, David A.; LaPierre, Ray R.								GaAs Core-Shell Nanowires for Photovoltaic Applications								NANO LETTERS				9	1			148	154		10.1021/nl802700u			JAN 2009	2009										336							WOS:000262519100028		
J	Simkin, MV; Mahan, GD								Minimum thermal conductivity of superlattices								PHYSICAL REVIEW LETTERS				84	5			927	930		10.1103/PhysRevLett.84.927			JAN 31 2000	2000										336							WOS:000085005700033		
J	Tak, Youngjo; Hong, Suk Joon; Lee, Jae Sung; Yong, Kijung								Fabrication of ZnO/CdS core/shell nanowire arrays for efficient solar energy conversion								JOURNAL OF MATERIALS CHEMISTRY				19	33			5945	5951		10.1039/b904993b			2009	2009										329							WOS:000268885900012		
J	Chen, Hongyu; Ginzburg, Valeriy V.; Yang, Jian; Yang, Yunfeng; Liu, Wei; Huang, Yan; Du, Libo; Chen, Bin								Thermal conductivity of polymer-based composites: Fundamentals and applications								PROGRESS IN POLYMER SCIENCE				59				41	85		10.1016/j.progpolymsci.2016.03.001			AUG 2016	2016										328							WOS:000383308000002		
J	Kim, Dasaroyong; Kim, Yeonseok; Choi, Kyunwho; Grunlan, Jaime C.; Yu, Choongho								Improved Thermoelectric Behavior of Nanotube-Filled Polymer Composites with Poly(3,4-ethylenedioxythiophene) Poly(styrenesulfonate)								ACS NANO				4	1			513	523		10.1021/nn9013577			JAN 2010	2010										328							WOS:000273863400063		
J	Pop, Eric; Sinha, Sanjiv; Goodson, Kenneth E.								Heat generation and transport in nanometer-scale transistors								PROCEEDINGS OF THE IEEE				94	8			1587	1601		10.1109/JPROC.2006.879794			AUG 2006	2006										327							WOS:000240963400010		
