J	Eiguren, Asier; Ambrosch-Draxl, Claudia								Wannier interpolation scheme for phonon-induced potentials: Application to bulk MgB2, W, and the (1x1) H-covered W(110) surface								PHYSICAL REVIEW B				78	4					045124	10.1103/PhysRevB.78.045124			JUL 2008	2008										18							WOS:000258190400041		
J	Huang, Yan; Yan, Jing; Wang, Yonglei; Shan, Lei; Luo, Qiang; Wang, Weihua; Wen, Hai-Hu								Isotropic s-wave pairing symmetry in non-centrosymmetric Re3W revealed by point-contact spectroscopy								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				21	7					075011	10.1088/0953-2048/21/7/075011			JUL 2008	2008										18							WOS:000256544400012		
J	Cottet, Audrey; Belzig, Wolfgang								Conductance and current noise of a superconductor/ferromagnet quantum point contact								PHYSICAL REVIEW B				77	6					064517	10.1103/PhysRevB.77.064517			FEB 2008	2008										18							WOS:000253764100087		
J	Silkin, V. M.; Chernov, I. P.; Echenique, P. M.; Koroteev, Yu. M.; Chulkov, E. V.								Influence of hydrogen absorption on low-energy electronic collective excitations in palladium								PHYSICAL REVIEW B				76	24					245105	10.1103/PhysRevB.76.245105			DEC 2007	2007										18							WOS:000251986600021		
J	Seemann, Klaus M.; Baltz, Vincent; MacKenzie, Maureen; Chapman, John N.; Hickey, Bryan J.; Marrows, Christopher H.								Diffusive and ballistic current spin polarization in magnetron-sputtered L1(0)-ordered epitaxial FePt								PHYSICAL REVIEW B				76	17					174435	10.1103/PhysRevB.76.174435			NOV 2007	2007										18							WOS:000251326600097		
J	Gonnelli, R. S.; Daghero, D.; Ummarino, G. A.; Tortello, M.; Delaude, D.; Stepanov, V. A.; Karpinski, J.								Point-contact Andreev-reflection spectroscopy in MgB2: The role of substitutions								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				456	1-2			134	143		10.1016/j.physc.2007.01.020			JUN 1 2007	2007										18							WOS:000247489700016		
J	Ko, Eunjung; Kim, B. J.; Kim, C.; Choi, Hyoung Joon								Strong orbital-dependent d-band hybridization and fermi-surface reconstruction in metallic Ca2-xSrxRuO4								PHYSICAL REVIEW LETTERS				98	22					226401	10.1103/PhysRevLett.98.226401			JUN 1 2007	2007										18							WOS:000246910100046		
J	Liu, Ke; Zhou, Xiao-Lin; Chen, Xiang-Rong; Zhu, Wen-Jun								Structural and elastic properties of AlB2 compound via first-principles calculations								PHYSICA B-CONDENSED MATTER				388	1-2			213	218		10.1016/j.physb.2006.05.428			JAN 15 2007	2007										18							WOS:000243887400034		
J	Di Capua, R.; Aebersold, H. U.; Ferdeghini, C.; Ferrando, V.; Orgiani, P.; Putti, M.; Salluzzo, M.; Vaglio, R.; Xi, X. X.								Role of interband scattering in neutron irradiated MgB2 thin films by scanning tunneling spectroscopy measurements								PHYSICAL REVIEW B				75	1					014515	10.1103/PhysRevB.75.014515			JAN 2007	2007										18							WOS:000243894600122		
J	Shcherbakova, O. V.; Pan, A. V.; Soltanian, S.; Dou, S. X.; Wexler, D.								Influence of the cooling rate on the main factors affecting current-carrying ability in pure and SiC-doped MgB2 superconductors								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				20	1			5	10		10.1088/0953-2048/20/1/002			JAN 2007	2007										18							WOS:000243791100004		
J	Singh, Prabhakar P.								From E-2g to other modes: Effects of pressure on electron-phonon interaction in MgB2								PHYSICAL REVIEW LETTERS				97	24					247002	10.1103/PhysRevLett.97.247002			DEC 15 2006	2006										18							WOS:000242888700055		
J	Perfetto, E.; Gonzalez, J.								Theory of superconductivity in multiwalled carbon nanotubes								PHYSICAL REVIEW B				74	20					201403	10.1103/PhysRevB.74.201403			NOV 2006	2006										18							WOS:000242409400010		
J	Bernardini, Fabio; Massidda, Sandro								Anomalous effect of Li-Al codoping in MgB2: A simple explanation								PHYSICAL REVIEW B				74	1					014513	10.1103/PhysRevB.74.014513			JUL 2006	2006										18							WOS:000239426400105		
J	Gumann, A; Graser, S; Dahm, T; Schopohl, N								Induced Kramer-Pesch effect in a two-gap superconductor: Application to MgB(2)								PHYSICAL REVIEW B				73	10					104506	10.1103/PhysRevB.73.104506			MAR 2006	2006										18							WOS:000236467200108		
J	Jeong, T; Kyker, A; Pickett, WE								Fermi velocity spectrum and incipient magnetism in TiBe2								PHYSICAL REVIEW B				73	11					115106	10.1103/PhysRevB.73.115106			MAR 2006	2006										18							WOS:000236467300044		
J	Singh, S; Sheet, G; Raychaudhuri, P; Dhar, SK								CeMnNi4: A soft ferromagnet with a high degree of transport spin polarization								APPLIED PHYSICS LETTERS				88	2					022506	10.1063/1.2162798			JAN 9 2006	2006										18							WOS:000234606900047		
J	Giubileo, F; Aprili, M; Bobba, F; Piano, S; Scarfato, A; Cucolo, AM								Subharmonic gap structures and Josephson effect in MgB2/Nb microconstrictions								PHYSICAL REVIEW B				72	17					174518	10.1103/PhysRevB.72.174518			NOV 2005	2005										18							WOS:000233603500115		
J	Lu, YX; Claydon, JS; Ahmad, E; Xu, YB; Thompson, SM; Wilson, K; van der Laan, G								XPS and XMCD study of Fe3O4/GaAs interface								IEEE TRANSACTIONS ON MAGNETICS				41	10			2808	2810		10.1109/TMAG.2005.854834			OCT 2005	2005						International Magnetics Conference (Intermag 2005)	APR 04-08, 2005	IEEE Magnet Soc; Magnet Soc Japan	Nagoya, JAPAN	18							WOS:000232679700083		
J	Kuepper, K; Kadiroglu, M; Postnikov, V; Prince, KC; Matteucci, M; Galakhov, VR; Hesse, H; Borstel, G; Neumann, M								Electronic structure of highly ordered Sr2FeMoO6: XPS and XES studies								JOURNAL OF PHYSICS-CONDENSED MATTER				17	27			4309	4317		10.1088/0953-8984/17/27/007			JUL 13 2005	2005										18							WOS:000231003900010		
J	Malik, SK; Kundaliya, DC; Kale, RD								High temperature magnetic ordering in La2RuO5								SOLID STATE COMMUNICATIONS				135	3			166	169		10.1016/j.ssc.2005.04.016			JUL 2005	2005										18							WOS:000230378400004		
J	Zhang, PH; Louie, SG; Cohen, ML								Nonlocal screening, electron-phonon coupling, and phonon renormalization in metals								PHYSICAL REVIEW LETTERS				94	22					225502	10.1103/PhysRevLett.94.225502			JUN 10 2005	2005										18							WOS:000229700800043		
J	Oeschler, N; Fisher, RA; Phillips, NE; Gordon, JE; Foo, ML; Cava, RJ								Heat capacity of Na0.3CoO2 center dot 1.3H(2)O, a new two-gap superconductor: Comparison with the heat capacity of MgB2								CHINESE JOURNAL OF PHYSICS				43	3			574	582					JUN 2005	2005						Taiwan International Conference on Superconductivity/7th Workshop on Low Temperature Physics (TICS 04/WLTP7)	JUL 05-09, 2004	Natl Chiao Tung Univ; Phys Soc Taiwan; Minist Educ; Natl Sci Council	Penghu, TAIWAN	18							WOS:000230159800011		
J	Thomas, A; Moodera, JS; Satpati, B								Evidence for positive spin polarization in Co with SrTiO3 barriers								JOURNAL OF APPLIED PHYSICS				97	10					10c908	10.1063/1.1850400			MAY 15 2005	2005						49th Annual Conference on Magnetism and Magnetic Materials	NOV 07-11, 2004	Phys Conf Inc; IEEE Magnet Soc; Amer Ceram Soc; USN, Off Naval Res; Amer Phys Soc; ASTM Int; Minerals, Met & Mat Soc	Jacksonville, FL	18							WOS:000230168300175		
J	Alfredsson, M; Brodholt, JP; Wilson, PB; Price, GD; Cora, F; Calleja, A; Bruin, R; Blanshard, LJ; Tyer, RP								Structural and magnetic phase transitions in simple oxides using hybrid functionals								MOLECULAR SIMULATION				31	5			367	377		10.1080/08927020500066684			APR 30 2005	2005										18							WOS:000229970300011		
J	Jaccard, D; Holmes, AT								Spin and valence-fluctuation mediated superconductivity in pressurised Fe and CeCu2(Si/Ge)(2)								PHYSICA B-CONDENSED MATTER				359				333	340		10.1016/j.physb.2005.01.056			APR 30 2005	2005						International Conference on Strongly Correlated Electron Systems (SCES 04)	JUL 26-30, 2004		Karlsruhe, GERMANY	18							WOS:000229654400106		
J	Askerzade, IN								Anisotropy of the upper critical field in MgB2: The two-band Ginzburg-Landau theory								JETP LETTERS				81	11			583	586		10.1134/1.2029949			2005	2005										18							WOS:000231017100010		
J	Mitrovic, B								On the rate of T-c suppression by interband impurity scattering in MgB2								JOURNAL OF PHYSICS-CONDENSED MATTER				16	49			9013	9022	PII S0953-8984(04)84505-3	10.1088/0953-8984/16/49/016			DEC 15 2004	2004										18							WOS:000226184200025		
J	Gopal, P; Spaldin, NA; Waghmare, UV								First-principles study of wurtzite-structure MnO								PHYSICAL REVIEW B				70	20					205104	10.1103/PhysRevB.70.205104			NOV 2004	2004										18							WOS:000225478600026		
J	Pissas, M; Stamopoulos, D; Lee, S; Tajima, S								Vortex matter properties of carbon-substituted MgB2 single crystals								PHYSICAL REVIEW B				70	13					134503	10.1103/PhysRevB.70.134503			OCT 2004	2004										18							WOS:000224855000088		
J	Rigal, LB; Schmadel, DC; Drew, HD; Maiorov, B; Osquiguil, E; Preston, JS; Hughes, R; Gu, GD								Magneto-optical evidence for a gapped Fermi surface in underdoped YBa2Cu3O6+x								PHYSICAL REVIEW LETTERS				93	13					137002	10.1103/PhysRevLett.93.137002			SEP 24 2004	2004										18							WOS:000224131400070		
J	Wilson, JA								Bosonic mode interpretation of novel scanning tunnelling microscopy and related experimental results, within boson-fermion modelling of cuprate high-temperature superconductivity								PHILOSOPHICAL MAGAZINE				84	21			2183	2216		10.1080/14786430410001678136			JUL 21 2004	2004										18							WOS:000222081500004		
J	Hase, I								Ni3AlB: A bridge between superconductivity and ferromagnetism								PHYSICAL REVIEW B				70	3					033105	10.1103/PhysRevB.70.033105			JUL 2004	2004										18							WOS:000222996700005		
J	Graser, S; Dahm, T; Schopohl, N								Influence of Fermi surface topology on the quasiparticle spectrum in the vortex state								PHYSICAL REVIEW B				69	1					014511	10.1103/PhysRevB.69.014511			JAN 2004	2004										18							WOS:000188784800075		
J	Kechin, VV								Melting of metallic hydrogen at high pressures								JETP LETTERS				79	1			40	43		10.1134/1.1675919			2004	2004										18							WOS:000189209300011		
J	Shein, IR; Ivanovskii, AL								Electronic band structure and chemical bonding in the new antiperovskites AsNMg3 and SbNMg3								JOURNAL OF SOLID STATE CHEMISTRY				177	1			61	64		10.1016/S0022-4596(03)00309-8			JAN 2004	2004										18							WOS:000188534800008		
J	Akimitsu, J; Muranaka, T								Superconductivity in MgB2								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				388				98	102		10.1016/S0921-4534(02)02669-2			MAY 2003	2003						23rd International Conference on Low Temperature Physics (LT23)	AUG 20-27, 2002	Int Union Pure & Appl Phys; Sci Council Japan; Phys Soc Japan; Japan Soc Appl Phys; Cryogen Assoc Japan	HIROSHIMA, JAPAN	18							WOS:000183340300044		
J	Eltsev, Y								Resistive behavior and magnetic phase diagram of MgB2 single crystals								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				385	1-2			162	168	PII S0921-4534(02)02312-2	10.1016/S0921-4534(02)02312-2			MAR 1 2003	2003										18							WOS:000180663000019		
J	Kganyago, KR; Ngoepe, PE; Catlow, CRA								Voltage profile, structural prediction, and electronic calculations for MgxMo6S8								PHYSICAL REVIEW B				67	10					104103	10.1103/PhysRevB.67.104103			MAR 1 2003	2003										18							WOS:000182033700027		
J	Singh, DJ								Prospects for quantum criticality in perovskite SrRhO3								PHYSICAL REVIEW B				67	5					054507	10.1103/PhysRevB.67.054507			FEB 1 2003	2003										18							WOS:000181360300062		
J	Ovchinnikov, SG								Exotic superconductivity and magnetism in ruthenates								PHYSICS-USPEKHI				46	1			21	44		10.1070/PU2003v046n01ABEH001235			JAN 2003	2003										18							WOS:000183153400002		
J	Jiang, N; Jiang, B; Spence, JCH; Yu, RC; Li, SC; Jin, CQ								Anisotropic excitons in MgB2 from orientation-dependent electron-energy-loss spectroscopy								PHYSICAL REVIEW B				66	17					172502	10.1103/PhysRevB.66.172502			NOV 1 2002	2002										18							WOS:000179611700014		
J	Kusunose, H; Sigrist, M								The penetration depth in Sr2RuO4: Evidence for orbital-dependent superconductivity								EUROPHYSICS LETTERS				60	2			281	287		10.1209/epl/i2002-00348-5			OCT 2002	2002										18							WOS:000178620900018		
J	Malinowski, A; Cieplak, MZ; Guha, S; Wu, Q; Kim, B; Krickser, A; Perali, A; Karpinska, K; Berkowski, M; Shang, CH; Lindenfeld, P								Magnetotransport in the normal state of La1.85Sr0.15Cu1-yZnyO4 films								PHYSICAL REVIEW B				66	10					104512	10.1103/PhysRevB.66.104512			SEP 1 2002	2002										18							WOS:000178460900087		
J	Aguayo, A; Singh, DJ								Itinerant ferromagnetism and quantum criticality in Sc3In								PHYSICAL REVIEW B				66	2					020401	10.1103/PhysRevB.66.020401			JUL 1 2002	2002										18							WOS:000177338400006		
J	Shannon, N								Mixed valence on a pyrochlore lattice - LiV2O4 as a geometrically frustrated magnet								EUROPEAN PHYSICAL JOURNAL B				27	4			527	540		10.1140/epjb/e2002-00186-9			JUN 2002	2002										18							WOS:000176984900011		
J	Luo, H; Li, CM; Luo, HM; Ding, SY								Study of Al doping effect on superconductivity of Mg1-xAlxB2								JOURNAL OF APPLIED PHYSICS				91	10			7122	7124		10.1063/1.1456421			MAY 15 2002	2002						46th Annual Conference on Magnetism and Magnetic Materials	NOV 12-16, 2001		SEATTLE, WASHINGTON	18							WOS:000175575100105		
J	Sokolov, A; Yang, CS; Yuan, L; Liou, SH; Cheng, RH; Jeong, HK; Komesu, T; Xu, B; Borca, CN; Dowben, PA; Doudin, B								Zero-bias anomaly in CrO2 junctions								EUROPHYSICS LETTERS				58	3			448	454		10.1209/epl/i2002-00659-y			MAY 2002	2002										18							WOS:000175271000021		
J	Lobad, AI; Taylor, AJ								Coherent phonon generation mechanism in solids								PHYSICAL REVIEW B				64	18					180301	10.1103/PhysRevB.64.180301			NOV 1 2001	2001										18							WOS:000172239400005		
J	Amer, MS; Maguire, J; Cai, L; Biggers, R; Busbee, J; LeClair, SR								Local grain orientation and strain in polycrystalline YBa2Cu3O7-delta superconductor thin films measured by Raman spectroscopy								JOURNAL OF APPLIED PHYSICS				89	12			8030	8034		10.1063/1.1371946			JUN 15 2001	2001										18							WOS:000169183500055		
J	Maksimov, I; Baabe, D; Klauss, HH; Litterst, FJ; Feyerherm, R; Tobbens, DM; Matsushita, A; Sullow, S								Structure and magnetic order in Fe2+xV1-xAl								JOURNAL OF PHYSICS-CONDENSED MATTER				13	23			5487	5501		10.1088/0953-8984/13/23/307			JUN 11 2001	2001										18							WOS:000169665900013		
J	Deniszczyk, J								On the origin of the heavy-fermion-like behavior of the Heusler-type Fe3-xVxM (M=Al,Ga) alloys								ACTA PHYSICA POLONICA B				32	2			529	533					FEB 2001	2001						XXIVth International School of Theoretical Physics	SEP 25-OCT 01, 2000	Fdn Polish German Cooperat; Polish State Comm Sci Res; Minist Educ; Univ Silesia; Logal Govt Silesia; Polish Acad Sci, Comm Phys	USTRON, POLAND	18							WOS:000167558700024		
J	Fukazawa, H; Maeno, Y								Filling control of the Mott insulator Ca2RuO4								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				70	2			460	467		10.1143/JPSJ.70.460			FEB 2001	2001										18							WOS:000167131700025		
J	He, T; Huang, Q; Cava, RJ								Comparison of the magnetic properties of isoelectronic Sr-x(Na0.5La0.5)(1-x)RuO3 and SrxCa1-xRuO3 perovskites								PHYSICAL REVIEW B				63	2					024402	10.1103/PhysRevB.63.024402			JAN 1 2001	2001										18							WOS:000166382200026		
J	Cyrot-Lackmann, F								Quasicrystals as potential candidates for thermoelectric materials								MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING				294				611	612		10.1016/S0921-5093(00)01100-X			DEC 15 2000	2000						7th International Conference on Quasicrystals (ICQ7)	SEP 20-24, 1999	German Sci Fdn; State Baden Wurttemberg, Minist Sci Res & Culture; Univ Tubingen; Max Planck Inst Met Res; Landesbank Baden Wurttemberg; Volksbank Trossingen	UNIV STUTTGART, STUTTGART, GERMANY	18							WOS:000166175900141		
J	Jarlborg, T; Santi, G								The role of thermal disorder on the electronic structure in high-T-c compounds								PHYSICA C				329	4			243	257		10.1016/S0921-4534(99)00593-6			FEB 15 2000	2000										18							WOS:000085315900002		
J	Mishonov, T; Penev, E								Tight-binding modelling of the electronic band structure of layered superconducting perovskites								JOURNAL OF PHYSICS-CONDENSED MATTER				12	2			143	159		10.1088/0953-8984/12/2/305			JAN 17 2000	2000										18							WOS:000085908500006		
J	Agterberg, DF								Impurities and orbital-dependent superconductivity in Sr2RuO4								PHYSICAL REVIEW B				60	2			R749	R752		10.1103/PhysRevB.60.R749			JUL 1 1999	1999										18							WOS:000081563800008		
J	Fornari, M; Singh, DJ								Prediction of room-temperature high-thermoelectric performance in n-type La(Ru1-xRhx)(4)Sb-12								APPLIED PHYSICS LETTERS				74	24			3666	3668		10.1063/1.124220			JUN 14 1999	1999										18							WOS:000080671900025		
J	Casaca, A; Bonfait, G; Dubourdieu, C; Weiss, F; Senateur, JP								Magnetoresistance and Hall effect in unidirectionally twinned YBa2Cu3O7-delta thin films								PHYSICAL REVIEW B				59	2			1538	1545		10.1103/PhysRevB.59.1538			JAN 1 1999	1999										18							WOS:000078111600106		
J	Shen, SQ								Exact ground state in an orbitally degenerate Hubbard model								PHYSICAL REVIEW B				57	11			6474	6478		10.1103/PhysRevB.57.6474			MAR 15 1998	1998										18							WOS:000072726400048		
J	Menushenkov, AP; Benazeth, S; Purans, J; Ignatov, AY; Klementev, KV								Local structure anomalies of the BaBi(Pb)O-3 system at low temperatures: An X-ray absorption study								PHYSICA C				277	3-4			257	264		10.1016/S0921-4534(97)00083-X			APR 10 1997	1997										18							WOS:A1997WY06600014		
J	Ignatov, AY; Menushenkov, AP; Chernov, VA								Influence of oxygen deficiency on the electronic and local structure of BaPb1-xBixO3-delta and Ba0.6K0.4BiO3-delta superconducting oxides: An X-ray absorption study								PHYSICA C				271	1-2			32	50		10.1016/S0921-4534(96)00522-9			NOV 1 1996	1996										18							WOS:A1996VU64200006		
J	Zhou, XJ; Cardona, M; Chu, CW; Lin, QM; Loureiro, SM; Marezio, M								Raman study of HgBa2Can-1CunO2n+2+delta (n=1,2,3,4 and 5) superconductors								PHYSICA C				270	3-4			193	206		10.1016/S0921-4534(96)00514-X			OCT 20 1996	1996										18							WOS:A1996VR46000001		
J	IVANOV, V; MARUYAMA, Y								DISORDER AND PHONON WINDOWS FOR SUPERCONDUCTIVITY IN DOPED FULLERIDES								PHYSICA C				247	1-2			147	155		10.1016/0921-4534(95)00033-X			MAY 20 1995	1995										18							WOS:A1995RE73200018		
J	TANAKA, K; HUANG, YH; YAMABE, T								SEMIEMPERICAL ESTIMATION OF THE INTERMOLECULAR ELECTRON-PHONON COUPLING IN K3C60 AND RB3C60								PHYSICAL REVIEW B				51	18			12715	12720		10.1103/PhysRevB.51.12715			MAY 1 1995	1995										18							WOS:A1995QZ33800070		
J	LEE, MW; TAI, MF; LUO, SC; SHI, JB								CRITICAL-CURRENT DENSITIES IN K3C60/RB3C60 POWDERS DETERMINED FROM AC/DC SUSCEPTIBILITY MEASUREMENTS								PHYSICA C				245	1-2			6	11		10.1016/0921-4534(95)00100-X			APR 1 1995	1995										18							WOS:A1995QU31000002		
J	KIM, H; IHM, J								AB-INITIO PSEUDOPOTENTIAL PLANE-WAVE CALCULATIONS OF THE ELECTRONIC-STRUCTURE OF YBA2CU3O7								PHYSICAL REVIEW B				51	6			3886	3892		10.1103/PhysRevB.51.3886			FEB 1 1995	1995										18							WOS:A1995QH07900069		
J	MEHRING, M; RACHDI, F; ZIMMER, G								ANALYSIS OF THE C-13 KNIGHT-SHIFT AND SPIN-LATTICE RELAXATION IN A3C60 (A=RB OR K)								PHILOSOPHICAL MAGAZINE B-PHYSICS OF CONDENSED MATTER STATISTICAL MECHANICS ELECTRONIC OPTICAL AND MAGNETIC PROPERTIES				70	3			787	794		10.1080/01418639408240251			SEP 1994	1994										18							WOS:A1994PG03800047		
J	HOWELL, RH; STERNE, PA; FLUSS, MJ; KAISER, JH; KITAZAWA, K; KOJIMA, H								EVOLUTION OF THE ELECTRONIC-STRUCTURE OF LA2-XSRXCUO4 WITH DOPING DETERMINED BY POSITRON-ANNIHILATION SPECTROSCOPY								PHYSICAL REVIEW B				49	18			13127	13136		10.1103/PhysRevB.49.13127			MAY 1 1994	1994										18							WOS:A1994NM43300086		
J	WEI, P; QI, ZQ								ELECTRONIC-STRUCTURE OF LA2CUO4 AND YBA2CU3O6 - A LOCAL-SPIN-DENSITY APPROXIMATION WITH ON-SITE COULOMB-U CORRELATION CALCULATIONS								PHYSICAL REVIEW B				49	17			12159	12164		10.1103/PhysRevB.49.12159			MAY 1 1994	1994										18							WOS:A1994NL64300070		
J	HARRIS, AB								WHAT DOES LANDAU THEORY TELL US ABOUT THE ORIENTATIONAL STATE OF FULLERENES								PHYSICA A				205	1-3			154	182		10.1016/0378-4371(94)90497-9			APR 1 1994	1994						1st IUPAP Topical Conference/2nd Taipei International Symposium on Statistical Physics: Order-Disorder Transitions and Criticality	AUG 01-07, 1993	INT UNION PURE & APPL PHYS	TAIPEI, TAIWAN	18							WOS:A1994NG61000012		
J	Lieber, CM; Zhang, Z								Physical properties of metal-doped fullerene superconductors								Solid State Physics				48				349	384		10.1016/S0081-1947(08)60581-0			1994	1994										18							WOS:A1994BE38G00005		
J	LOUIE, SG; SHIRLEY, EL								ELECTRON-EXCITATION ENERGIES IN FULLERITES - MANY-ELECTRON AND MOLECULAR ORIENTATIONAL EFFECTS								JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS				54	12			1767	1777		10.1016/0022-3697(93)90289-4			DEC 1993	1993										18							WOS:A1993NA07400014		
J	SVISTUNOV, VM; BELOGOLOVSKII, MA; KHACHATUROV, AI								ELECTRON-PHONON INTERACTION IN HIGH-T(C) SUPERCONDUCTORS								USPEKHI FIZICHESKIKH NAUK				163	2			61	79		10.3367/UFNr.0163.199302c.0061			FEB 1993	1993										18							WOS:A1993KT20800003		
J	BRANDLE, H; WELLER, D; SCOTT, JC; STICHT, J; OPPENEER, PM; GUNTHERODT, G								ON THE ELECTRONIC-STRUCTURE OF CRO2 - NEW EXPERIMENTS AND THEORY								INTERNATIONAL JOURNAL OF MODERN PHYSICS B				7	1-3			345	348		10.1142/S021797929300072X			JAN 1993	1993						INTERNATIONAL CONF ON THE PHYSICS OF TRANSITION METALS ( ICPTM )	JUL 20-24, 1992	DEUT FORSCHUNGSGEMEINSCH	TECH UNIV DARMSTADT, DARMSTADT, GERMANY	18							WOS:A1993LE72300072		
J	ROBEY, SW; HUDSON, LT; KURTZ, RL								RESONANT-PHOTOEMISSION INVESTIGATION OF THE HEUSLER ALLOYS NI2MNSB AND NIMNSB								PHYSICAL REVIEW B				46	18			11697	11704		10.1103/PhysRevB.46.11697			NOV 1 1992	1992										18							WOS:A1992JX92900047		
J	STEPANYUK, VS; SZASZ, A; GRIGORENKO, AA; KATSNELSON, AA; FARBEROVICH, OV; MIKHALIN, VV; HENDRY, A								ELECTRONIC-STRUCTURE AND OPTICAL CHARACTERISTICS OF ALKALINE-EARTH OXIDES								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				173	2			633	645		10.1002/pssb.2221730216			OCT 1992	1992										18							WOS:A1992JW40900015		
J	LIBOV, VS								ADVANCEMENTS AND PERSPECTIVES IN USE OF LOCAL FIELD METHOD TO STUDY SPECTRAL MANIFESTATION OF RESONANCE REACTIONS IN CONDENSED MEDIUM								ZHURNAL FIZICHESKOI KHIMII				54	4			817	828					1980	1980										18							WOS:A1980JQ95800001		
J	Wang, Zao; Gong, Feng; Zhang, Ling; Wang, Rui; Ji, Lei; Liu, Qian; Luo, Yonglan; Guo, Haoran; Li, Yuehui; Gao, Peng; Shi, Xifeng; Li, Baihai; Tang, Bo; Sun, Xuping								Electrocatalytic Hydrogenation of N-2 to NH3 by MnO: Experimental and Theoretical Investigations								ADVANCED SCIENCE				6	1					1801182	10.1002/advs.201801182			JAN 9 2019	2019										17							WOS:000455199400023		
J	Dar, Sajad Ahmad; Srivastava, Vipul; Sakalle, Umesh Kumar								A First-Principles Calculation on Structural, Electronic, Magnetic, Mechanical, and Thermodynamic Properties of SrAmO3								JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM				30	11			3055	3063		10.1007/s10948-017-4155-9			NOV 2017	2017										17							WOS:000412085400009		
J	Valentinis, D.; Gariglio, S.; Fete, A.; Triscone, J. -M.; Berthod, C.; van der Marel, D.								Modulation of the superconducting critical temperature due to quantum confinement at the LaAlO3/SrTiO3 interface								PHYSICAL REVIEW B				96	9					094518	10.1103/PhysRevB.96.094518			SEP 18 2017	2017										17							WOS:000411075000009		
J	He, Mingquan; Wang, Liran; Ahn, Felix; Hardy, Frederic; Wolf, Thomas; Adelmann, Peter; Schmalian, Joerg; Eremin, Ilya; Meingast, Christoph								Dichotomy between in-plane magnetic susceptibility and resistivity anisotropies in extremely strained BaFe2As2								NATURE COMMUNICATIONS				8						504	10.1038/s41467-017-00712-3			SEP 11 2017	2017										17							WOS:000410237600006		
J	Jin, Shifeng; Fan, Xiao; Wu, Xiaozhi; Sun, Ruijin; Wu, Hui; Huang, Qingzhen; Shi, Chenlong; Xi, Xuekui; Li, Zhilin; Chen, Xiaolong								High-T-c superconducting phases in organic molecular intercalated iron selenides: synthesis and crystal structures								CHEMICAL COMMUNICATIONS				53	70			9729	9732		10.1039/c7cc05242a			SEP 11 2017	2017										17							WOS:000409381800011		
J	Terzic, J.; Zheng, H.; Ye, Feng; Zhao, H. D.; Schlottmann, P.; De Long, L. E.; Yuan, S. J.; Cao, G.								Evidence for a low-temperature magnetic ground state in double-perovskite iridates with Ir5+(5d(4)) ions								PHYSICAL REVIEW B				96	6					064436	10.1103/PhysRevB.96.064436			AUG 29 2017	2017										17							WOS:000408569800004		
J	Hou, Y. S.; Xiang, H. J.; Gong, X. G.								Unveiling magnetic interactions of ruthenium trichloride via constraining direction of orbital moments: Potential routes to realize a quantum spin liquid								PHYSICAL REVIEW B				96	5					054410	10.1103/PhysRevB.96.054410			AUG 7 2017	2017										17							WOS:000407014100007		
J	Singh, Bahadur; Hsu, Chuang-Han; Tsai, Wei-Feng; Pereira, Vitor M.; Lin, Hsin								Stable charge density wave phase in a 1T-TiSe2 monolayer								PHYSICAL REVIEW B				95	24					245136	10.1103/PhysRevB.95.245136			JUN 28 2017	2017										17							WOS:000404469700003		
J	Zhao, Rui; Wang, Yi; Deng, Donna; Luo, Xuan; Lu, Wen Jian; Sun, Yu -Ping; Liu, Zi-Kui; Chen, Long -Cling; Robinson, Joshua								Tuning Phase Transitions in 1T-TaS2 via the Substrate								NANO LETTERS				17	6			3471	3477		10.1021/acs.nanolett.7b00418			JUN 2017	2017										17							WOS:000403631600023		
J	Kim, Hyun-Sik; Kim, Sang Il; Lee, Kyu Hyoung; Kim, Sung Wng; Snyder, G. Jeffrey								Phonon scattering by dislocations at grain boundaries in polycrystalline Bi0.5Sb1.5Te3								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				254	5					1600103	10.1002/pssb.201600103			MAY 2017	2017										17							WOS:000401149700023		
J	Wu, Beilun; Bastien, Gael; Taupin, Mathieu; Paulsen, Carley; Howald, Ludovic; Aoki, Dai; Brison, Jean-Pascal								Pairing mechanism in the ferromagnetic superconductor UCoGe								NATURE COMMUNICATIONS				8						14480	10.1038/ncomms14480			FEB 23 2017	2017										17							WOS:000394585200001		
J	Li, Fei-Ye; Li, Yao-Dong; Yu, Yue; Paramekanti, Arun; Chen, Gang								Kitaev materials beyond iridates: Order by quantum disorder and Weyl magnons in rare-earth double perovskites								PHYSICAL REVIEW B				95	8					085132	10.1103/PhysRevB.95.085132			FEB 22 2017	2017										17							WOS:000394660900004		
