PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8570							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3329							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1591							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Jiang, Kun; Zhou, Sen; Wang, Ziqiang								Textured electronic states of the triangular-lattice Hubbard model and NaxCoO2								PHYSICAL REVIEW B				90	16					165135	10.1103/PhysRevB.90.165135			OCT 27 2014	2014										5							WOS:000345631700006		
J	Zhao, Kun; Lv, Yan-Feng; Ji, Shuai-Hua; Ma, Xucun; Chen, Xi; Xue, Qi-Kun								Scanning tunneling microscopy studies of topological insulators								JOURNAL OF PHYSICS-CONDENSED MATTER				26	39					394003	10.1088/0953-8984/26/39/394003			OCT 1 2014	2014										5							WOS:000343313400005		
J	Gupta, Gaurav; Jalil, Mansoor Bin Abdul; Liang, Gengchiau								Effect of Band-Alignment Operation on Carrier Transport in Bi2Se3 Topological Insulator								SCIENTIFIC REPORTS				4						6220	10.1038/srep06220			AUG 28 2014	2014										5							WOS:000340936000006		
J	Nogueira, Flavio S.; Eremin, Ilya								Thermal screening at finite chemical potential on a topological surface and its interplay with proximity-induced ferromagnetism								PHYSICAL REVIEW B				90	1					014431	10.1103/PhysRevB.90.014431			JUL 25 2014	2014										5							WOS:000339444200005		
J	Komeilizadeh, Nazanin; Kennett, Malcolm P.								Instabilities of a birefringent semimetal								PHYSICAL REVIEW B				90	4					045131	10.1103/PhysRevB.90.045131			JUL 24 2014	2014										5							WOS:000341253000003		
J	Sitthison, Piyapong; Stanescu, Tudor D.								Robustness of topological superconductivity in proximity-coupled topological insulator nanoribbons								PHYSICAL REVIEW B				90	3					035313	10.1103/PhysRevB.90.035313			JUL 18 2014	2014										5							WOS:000339445600003		
J	Fu, Zhen-Guo; Zhang, Ping; Chen, Mu; Wang, Zhigang; Zheng, Fa-Wei; Lin, Hai-Qing								Anisotropic Fabry-Pe rot resonant states confined within nano-steps on the topological insulator surface								SCIENTIFIC REPORTS				4						5544	10.1038/srep05544			JUL 2 2014	2014										5							WOS:000338421100003		
J	Miyamoto, K.; Okuda, T.; Nurmamat, M.; Nakatake, M.; Namatame, H.; Taniguchi, M.; Chulkov, E. V.; Kokh, K. A.; Tereshchenko, O. E.; Kimura, A.								The gigantic Rashba effect of surface states energetically buried in the topological insulator Bi2Te2Se								NEW JOURNAL OF PHYSICS				16						065016	10.1088/1367-2630/16/6/065016			JUN 24 2014	2014										5							WOS:000339085200005		
J	Secor, Jeff; Harris, Matt A.; Zhao, Lukas; Deng, Haiming; Raoux, Simone; Krusin-Elbaum, Lia								Phonon renormalization and Raman spectral evolution through amorphous to crystalline transitions in Sb2Te3 thin films								APPLIED PHYSICS LETTERS				104	22					221908	10.1063/1.4881937			JUN 2 2014	2014										5							WOS:000337161700028		
J	Cao, Tun; Wang, Shuai								Blue shift tunable negative index metamaterials based on topological insulator for near-infrared spectrum								MATERIALS EXPRESS				4	3			196	204		10.1166/mex.2014.1161			JUN 2014	2014										5							WOS:000338910400002		
J	Lee, Yu-Wen; Lee, Yu-Li								Tunneling between a topological superconductor and a Luttinger liquid								PHYSICAL REVIEW B				89	12						10.1103/PhysRevB.89.125417			MAR 13 2014	2014										5							WOS:000332705700002		
J	Parente, Vincenzo; Campagnano, Gabriele; Giuliano, Domenico; Tagliacozzo, Arturo; Guinea, Francisco								Topological Defects in Topological Insulators and Bound States at Topological Superconductor Vortices								MATERIALS				7	3			1652	1686		10.3390/ma7031652			MAR 2014	2014										5							WOS:000336089500013		
J	Shen, Shun-Qing								The family of topological phases in condensed matter								NATIONAL SCIENCE REVIEW				1	1			49	59		10.1093/nsr/nwt033			MAR 2014	2014										5							WOS:000356854800020		
J	Govaerts, K.; Sluiter, M. H. F.; Partoens, B.; Lamoen, D.								Homologous series of layered structures in binary and ternary Bi-Sb-Te-Se systems: Ab initio study								PHYSICAL REVIEW B				89	5					054106	10.1103/PhysRevB.89.054106			FEB 28 2014	2014										5							WOS:000332420900001		
J	Yang, Yanling; Wei, Ke-Wei; Bai, Chunxu								Magnetoresistance through a ferromagnet/superconductor/ferromagnet junction on the surface of a topological insulator								APPLIED PHYSICS EXPRESS				7	2					023001	10.7567/APEX.7.023001			FEB 2014	2014										5							WOS:000331454000023		
J	Vali, R.; Khouzestani, H. F.								Nonlocal transport properties of topological insulator F/I/SC/I/F junction with perpendicular magnetization								EUROPEAN PHYSICAL JOURNAL B				87	1					25	10.1140/epjb/e2014-40872-3			JAN 27 2014	2014										5							WOS:000335982400004		
J	Sasaki, T.; Imai, E.; Kanazawa, I.								Witten Effect and Fractional Electric Charge on the Domain Wall between Topological Insulators and Spin Ice Compounds								Journal of Physics Conference Series				568						052029	10.1088/1742-6596/568/5/052029			2014	2014						27th International Conference on Low Temperature Physics (LT)	AUG 06-13, 2014	Int Un Pure & Appl Phys; Centro Latinoamericano Fsica; Int Ctr Theoret Phys; Univ Buenos Aires; Consejo Nacl Investigaciones Cientcas Tecnicas; Ministerio Ciencia Tecnologa Innovac Productiva; Agencia Nacl Promoc Cientca Tecnologica; Attocube; CamCool Res Ltd; Cryogen Ltd; Cryomech Inc; Innovat Cryogen Engn Oxford; IOP Publishing; Janis Res; Lake Shore Cryotron; Leiden Cryogen BV; Oxford Instruments; Instituto Fsica Buenos Aires; AGENCIA; Quantum Design Int; Buenos Aires Ciudad; Asociac Argentina Para Progreso Ciencias; Academia Nacl Ciencias Exactas Fisicas Naturales; Univ Buenos Aires, Departmento Fisica, Juan Jose Giambiagi	Buenos Aires, ARGENTINA	5							WOS:000351433700164		
J	Schlegel, R.; Haenke, T.; Baumann, D.; Kaiser, M.; Nag, P. K.; Voigtlaender, R.; Lindackers, D.; Buechner, B.; Hess, C.								Design and properties of a cryogenic dip-stick scanning tunneling microscope with capacitive coarse approach control								REVIEW OF SCIENTIFIC INSTRUMENTS				85	1					013706	10.1063/1.4862817			JAN 2014	2014										5							WOS:000331217300037		
J	Zhang, Gufeng; Li, Xiaoguang; Wu, Guangfen; Wang, Jie; Culcer, Dimitrie; Kaxiras, Efthimios; Zhang, Zhenyu								Quantum phase transitions and topological proximity effects in graphene nanoribbon heterostructures								NANOSCALE				6	6			3259	3267		10.1039/c3nr05284b			2014	2014										5							WOS:000332604200033		
J	Huang, Xiaochun; Zhang, Xinyu; Liu, Yong; Wu, Yidong; Sa, Baisheng; Ma, Mingzhen; Sun, Zhimei; Liu, Riping								Different topological insulating behavior in beta-GaS and GaS-II under uniaxial tension								PHYSICAL REVIEW B				88	23					235301	10.1103/PhysRevB.88.235301			DEC 2 2013	2013										5							WOS:000328571100004		
J	Schmidt, Tome M.; Miwa, R. H.; Fazzio, A.								Carrier-mediated magnetism in transition metal doped Bi2Se3 topological insulator								JOURNAL OF PHYSICS-CONDENSED MATTER				25	44					445003	10.1088/0953-8984/25/44/445003			NOV 6 2013	2013										5							WOS:000325897900005		
J	Xiao, F.; Lancaster, T.; Baker, P. J.; Pratt, F. L.; Blundell, S. J.; Moeller, J. S.; Ali, N. Z.; Jansen, M.								Magnetic transition and spin dynamics in the triangular Heisenberg antiferromagnet alpha-KCrO2								PHYSICAL REVIEW B				88	18					180401	10.1103/PhysRevB.88.180401			NOV 4 2013	2013										5							WOS:000326507400001		
J	Mayrhofer-Reinhartshuber, M.; Tamtoegl, A.; Kraus, P.; Ernst, W. E.								Helium atom scattering investigation of the Sb(111) surface								JOURNAL OF PHYSICS-CONDENSED MATTER				25	39					395002	10.1088/0953-8984/25/39/395002			OCT 2 2013	2013										5							WOS:000324307000004		
J	Zhang, J. L.; Zhang, S. J.; Kong, P. P.; Zhu, J.; Li, X. D.; Liu, J.; Cao, L. Z.; Jin, C. Q.								Superconductivity in copper intercalated topological compound CuxBi2Te3 induced via high pressure								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				493				75	76		10.1016/j.physc.2013.03.030			OCT 2013	2013										5							WOS:000324250000025		
J	Zhang, X. M.; Ma, R. S.; Liu, X. C.; Xu, G. Z.; Liu, E. K.; Liu, G. D.; Liu, Z. Y.; Wang, W. H.; Wu, G. H.								Topological insulators with unexpectedly HgTe-like band inversion in hexagonal wurtzite-type binary compounds								EPL				103	5					57012	10.1209/0295-5075/103/57012			SEP 2013	2013										5							WOS:000326092600030		
J	Dimitrov, I. K.; Si, W. D.; Ku, W.; Han, S. J.; Jaroszynski, J.								Unusual persistence of superconductivity against high magnetic fields in the strongly-correlated iron-chalcogenide film FeTe:O-x								LOW TEMPERATURE PHYSICS				39	8			680	684		10.1063/1.4818790			AUG 2013	2013										5							WOS:000324815900003		
J	Caruso, F.; Helayel-Neto, J. A.; Martins, J.; Oguri, V.								Effects on the non-relativistic dynamics of a charged particle interacting with a Chern-Simons potential								EUROPEAN PHYSICAL JOURNAL B				86	7					324	10.1140/epjb/e2013-40282-1			JUL 2013	2013										5							WOS:000322175100028		
J	Takane, Yositake; Imura, Ken-Ichiro								Unified Description of Dirac Electrons on a Curved Surface of Topological Insulators								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				82	7					074712	10.7566/JPSJ.82.074712			JUL 2013	2013										5							WOS:000321121100037		
J	Yoshida, S.; Terada, Y.; Yokota, M.; Takeuchi, O.; Oigawa, H.; Shigekawa, H.								Optical pump-probe scanning tunneling microscopy for probing ultrafast dynamics on the nanoscale								EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS				222	5			1161	1175		10.1140/epjst/e2013-01912-2			JUL 2013	2013										5							WOS:000321914700013		
J	Rusinov, I. P.; Nechaev, I. A.; Chulkov, E. V.								Theoretical study of influencing factors on the dispersion of bulk band-gap edges and the surface states in topological insulators Bi2Te3 and Bi2Se3								JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS				116	6			1006	1017		10.1134/S1063776113060216			JUN 2013	2013										5							WOS:000322391500017		
J	Fu, Ying-Shuang; Hanaguri, Tetsuo; Yamamoto, Shuhei; Igarashi, Kyushiro; Takagi, Hidenori; Sasagawa, Takao								Memory Effect in a Topological Surface State of Bi2Te2Se								ACS NANO				7	5			4105	4110		10.1021/nn400378f			MAY 2013	2013										5							WOS:000319856300047		
J	Nikolic, Predrag; Tesanovic, Zlatko								Interaction proximity effect at the interface between a superconductor and a topological insulator quantum well								PHYSICAL REVIEW B				87	13					134511	10.1103/PhysRevB.87.134511			APR 15 2013	2013										5							WOS:000317586700003		
J	Budich, Jan Carl								Charge conservation protected topological phases								PHYSICAL REVIEW B				87	16					161103	10.1103/PhysRevB.87.161103			APR 8 2013	2013										5							WOS:000317195700001		
J	Carlsson, Sandra; Zorina, Leokadiya; Allan, David R.; Attfield, J. Paul; Canadell, Enric; Batail, Patrick								Robust Dirac-Cone Band Structure in the Molecular Kagome Compound (EDT-TTF-CONH2)(6)[Re6Se8(CN)(6)]								INORGANIC CHEMISTRY				52	6			3326	3333		10.1021/ic302790m			MAR 18 2013	2013										5							WOS:000316439400062		
J	Wright, Anthony R.								Measuring the Chern number with quantum oscillations								PHYSICAL REVIEW B				87	8					085426	10.1103/PhysRevB.87.085426			FEB 19 2013	2013										5							WOS:000315146500011		
J	Suh, Hoyoung; Nam, Kyung-Ho; Jung, Hyunsung; Kim, Chang-Yeon; Kim, Jin-Gyu; Kim, Chang-Soo; Myung, Nosang V.; Hong, Kimin								Tapered BiTe nanowires synthesis by galvanic displacement reaction of compositionally modulated NiFe nanowires								ELECTROCHIMICA ACTA				90				582	588		10.1016/j.electacta.2012.12.011			FEB 15 2013	2013										5							WOS:000316037600075		
J	Vergniory, M. G.; Menshchikova, T. V.; Eremeev, S. V.; Chulkov, E. V.								Bulk and surface electronic structure of SnBi4Te7 topological insulator								APPLIED SURFACE SCIENCE				267				146	149		10.1016/j.apsusc.2012.08.073			FEB 15 2013	2013										5							WOS:000314881900035		
J	Yuan, Jianhui; Zhang, Yan; Zhang, Jianjun; Cheng, Ze								Electron transport in a ferromagnetic/normal/ferromagnetic tunnel junction based on the surface of a topological insulator								EUROPEAN PHYSICAL JOURNAL B				86	2					36	10.1140/epjb/e2012-30508-1			FEB 2013	2013										5							WOS:000316064100007		
J	Wang, Xiaoxiong; Bian, Guang; Miller, T.; Chiang, T. -C.								Topological spin-polarized electron layer above the surface of Ca-terminated Bi2Se3								PHYSICAL REVIEW B				87	3					035109	10.1103/PhysRevB.87.035109			JAN 7 2013	2013										5							WOS:000313158200002		
J	Kolwas, K. A.; Grabecki, G.; Trushkin, S.; Wrobel, J.; Aleszkiewicz, M.; Cywinski, L.; Dietl, T.; Springholz, G.; Bauer, G.								Absence of nonlocal resistance in microstructures of PbTe quantum wells								PHYSICA STATUS SOLIDI B-BASIC SOLID STATE PHYSICS				250	1			37	47		10.1002/pssb.201248431			JAN 2013	2013										5							WOS:000313347500004		
J	Li, Yuan; Jalil, Mansoor B. A.; Tan, Seng Ghee; Zhou, Guanghui; Qian, Zhenghong								Magnetoresistive effect of a topological-insulator waveguide in the presence of a magnetic field								APPLIED PHYSICS LETTERS				101	26					262403	10.1063/1.4773489			DEC 24 2012	2012										5							WOS:000312830700037		
J	Ho, Shih-Hao; Lin, Feng-Li; Wen, Xiao-Gang								Majorana zero-modes and topological phases of multi-flavored Jackiw-Rebbi model								JOURNAL OF HIGH ENERGY PHYSICS					12					074	10.1007/JHEP12(2012)074			DEC 2012	2012										5							WOS:000313124000009		
J	Baum, Yuval; Stern, Ady								Density-waves instability and a skyrmion lattice on the surface of strong topological insulators								PHYSICAL REVIEW B				86	19					195116	10.1103/PhysRevB.86.195116			NOV 12 2012	2012										5							WOS:000310968800002		
J	Niu, Chengwang; Dai, Ying; Zhu, Yingtao; Lu, Jibao; Ma, Yandong; Huang, Baibiao								Topological phase transition and unexpected mass acquisition of Dirac fermion in TlBi(S1-xSex)(2)								APPLIED PHYSICS LETTERS				101	18					182101	10.1063/1.4764946			OCT 29 2012	2012										5							WOS:000311064500027		
J	Yokoya, Takayoshi; Yoshida, Rikiya; Utsumi, Yuki; Tsubota, Koji; Okazaki, Hiroyuki; Wakita, Takanori; Mizuguchi, Yoshikazu; Takano, Yoshihiko; Muro, Takayuki; Kato, Yukako; Kumigashira, Hiroshi; Oshima, Masaharu; Harima, Hisatomo; Aiura, Yoshihiro; Sato, Hitoshi; Ino, Akihiro; Namatame, Hirofumi; Taniguchi, Masaki; Hirai, Masaaki; Muraoka, Yuji								Te concentration dependent photoemission and inverse-photoemission study of FeSe1-xTex								SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS				13	5					054403	10.1088/1468-6996/13/5/054403			OCT 2012	2012										5							WOS:000314425100012		
J	Tian, Chushun								Anomalous quantum diffusion and the topological metal								PHYSICAL REVIEW B				86	12					121304	10.1103/PhysRevB.86.121304			SEP 20 2012	2012										5							WOS:000309178100001		
J	Hobbs, Richard G.; Schmidt, Michael; Bolger, Ciara T.; Georgiev, Yordan M.; Fleming, Peter; Morris, Michael A.; Petkov, Nikolay; Holmes, Justin D.; Xiu, Faxian; Wang, Kang L.; Djara, Vladimir; Yu, Ran; Colinge, Jean-Pierre								Resist-substrate interface tailoring for generating high-density arrays of Ge and Bi2Se3 nanowires by electron beam lithography								JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B				30	4					041602	10.1116/1.4724302			JUL 2012	2012										5							WOS:000306750700033		
J	van Wezel, Jasper								Prerequisites for chiral charge order								PHYSICA B-CONDENSED MATTER				407	11			1779	1782		10.1016/j.physb.2012.01.028			JUN 1 2012	2012						International Workshop on Electronic Crystals (ECRYS)	AUG 15-27, 2011		CNRS, Inst Etudes Scientifiques, Cargese, FRANCE	5							WOS:000303415000025		
J	ViolBarbosa, C. E.; Meyerheim, H. L.; Jal, E.; Tonnerre, J-M; Przybylski, M.; Sandratskii, L. M.; Yildiz, F.; Staub, U.; Kirschner, J.								Inhomogeneous temperature dependence of the magnetization in fcc-Fe on Cu(001)								PHYSICAL REVIEW B				85	18					184414	10.1103/PhysRevB.85.184414			MAY 14 2012	2012										5							WOS:000304081300006		
J	Mirri, C.; Calvani, P.; Vitucci, F. M.; Perucchi, A.; Yeh, K. W.; Wu, M. K.; Lupi, S.								Optical conductivity of FeTe1-xSex								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				25	4					045002	10.1088/0953-2048/25/4/045002			APR 2012	2012										5							WOS:000301882700002		
J	Wang, Zhi-yong; Wei, Peng; Shi, Jing								Tuning the Fermi level in Bi2Se3 bulk materials and transport devices								FRONTIERS OF PHYSICS				7	2			160	164		10.1007/s11467-011-0196-x			APR 2012	2012										5							WOS:000303586700004		
J	Fonseca, Jakson M.; Moura-Melo, Winder A.; Pereira, Afranio R.								Geometrically induced electric polarization in conical topological insulators								JOURNAL OF APPLIED PHYSICS				111	6					064913	10.1063/1.3698604			MAR 15 2012	2012										5							WOS:000302221700151		
J	Basak, Susmita; Das, Tanmoy; Lin, Hsin; Hasan, M. Z.; Markiewicz, R. S.; Bansil, A.								Coexisting pseudogap, charge-transfer-gap, and Mott-gap energy scales in the resonant inelastic x-ray scattering spectra of electron-doped cuprate superconductors								PHYSICAL REVIEW B				85	7					075104	10.1103/PhysRevB.85.075104			FEB 6 2012	2012										5							WOS:000299898800002		
J	Wang, Xiaoxiong; Wang, Peng; Huang, Decai; Tan, Weishi								Effects of surface modification on the properties of topological surface states in Bi2Se3								PHYSICS LETTERS A				376	5			768	772		10.1016/j.physleta.2011.12.022			JAN 16 2012	2012										5							WOS:000301036000021		
J	Grein, Roland; Michelsen, Jens; Eschrig, Matthias								A Numerical Study of the Superconducting Proximity Effect in Topological Surface States								Journal of Physics Conference Series				391						012149	10.1088/1742-6596/391/1/012149			2012	2012						International Conference on Strongly Correlated Electron Systems (SCES)	AUG 29-SEP 03, 2012	CamCool Res Ltd; European Sci Fdn, Int Inst Complex Adapt Matter; Cambridge Cent Asia Forum	Cambridge, ENGLAND	5							WOS:000314761400149		
J	Zhang, Shoucheng								Topological field theory and the discovery of topological materials								PHYSICA SCRIPTA				T146						014022	10.1088/0031-8949/2012/T146/014022			JAN 2012	2012						Nobel Symposium on Graphene and Quantum Matter	MAY 27-31, 2010		Saltsjobaden, SWEDEN	5							WOS:000300504800023		
J	Chao, Sung-Po; Aji, Vivek								Electric and thermoelectric transport in graphene and helical metal in finite magnetic fields								PHYSICAL REVIEW B				84	15					155430	10.1103/PhysRevB.84.155430			OCT 17 2011	2011										5							WOS:000296288000022		
J	Chang, Jiwon; Jadaun, Priyamvada; Register, Leonard F.; Banerjee, Sanjay K.; Sahu, Bhagawan								Dielectric capping effects on binary and ternary topological insulator surface states								PHYSICAL REVIEW B				84	15					155105	10.1103/PhysRevB.84.155105			OCT 10 2011	2011										5							WOS:000295821400002		
J	Carlsson, S. J. E.; Rousse, G.; Yamada, I.; Kuriki, H.; Takahashi, R.; Levy-Bertrand, F.; Giriat, G.; Gauzzi, A.								Suppression of geometric frustration by magnetoelastic coupling in AuCrS2								PHYSICAL REVIEW B				84	9					094455	10.1103/PhysRevB.84.094455			SEP 28 2011	2011										5							WOS:000295325600012		
J	Suominen, Ilpo; Nieminen, Jouko; Markiewicz, R. S.; Bansil, A.								Effect of orbital symmetry of the tip on scanning tunneling spectra of Bi2Sr2CaCu2O8+delta								PHYSICAL REVIEW B				84	1					014528	10.1103/PhysRevB.84.014528			JUL 29 2011	2011										5							WOS:000293302400012		
J	Qiao, Zhenhua; Ren, Wei; Wang, Jian								UNIVERSAL SPIN-HALL CONDUCTANCE FLUCTU ATIONS IN TWO-DIMENSIONAL MESOSCOPIC SYSTEMS								MODERN PHYSICS LETTERS B				25	6			359	376		10.1142/S0217984911025833			MAR 2011	2011										5							WOS:000287367500001		
J	Mao, Shijun; Kuramoto, Yoshio								Helical edge modes preserved across transitions from topological insulators with indirect gaps to insulators or semimetals								PHYSICAL REVIEW B				83	8					085114	10.1103/PhysRevB.83.085114			FEB 28 2011	2011										5							WOS:000287797000008		
J	Heimes, Andreas; Grein, Roland; Eschrig, Matthias								Electronic Dispersion Anomalies in Iron Pnictide Superconductors								PHYSICAL REVIEW LETTERS				106	4					047003	10.1103/PhysRevLett.106.047003			JAN 25 2011	2011										5							WOS:000286736000018		
J	Rotenberg, Eli								TOPOLOGICAL INSULATORS The dirt on topology								NATURE PHYSICS				7	1			8	10		10.1038/nphys1869			JAN 2011	2011										5							WOS:000285501100005		
J	Yokoyama, Takehito; Tanaka, Yukio; Nagaosa, Naoto								Anomalous magnetoresistance on the topological surface								Journal of Physics Conference Series				302						UNSP 012023	10.1088/1742-6596/302/1/012023			2011	2011						International Symposium on Nanoscience and Quantum Physics	JAN 26-28, 2011	Tokyo Inst Technol, Phys GCOE Project	Tokyo, JAPAN	5							WOS:000297607900023		
J	Roth, Friedrich; Hess, Christian; Buechner, Bernd; Ammerahl, Udo; Revcolevschi, Alexandre; Knupfer, Martin								Plasmons and interband transitions of Ca11Sr3Cu24O41 investigated by electron energy-loss spectroscopy								PHYSICAL REVIEW B				82	24					245110	10.1103/PhysRevB.82.245110			DEC 9 2010	2010										5							WOS:000286895700002		
J	Chern, Chyh-Hong; Lin, Cheng-Ju; Liang, Chi-Te								Proposed Nonmagnetic Stern-Gerlach Experiment Using Electron Diffraction								PHYSICAL REVIEW LETTERS				105	21					217205	10.1103/PhysRevLett.105.217205			NOV 17 2010	2010										5							WOS:000284308500025		
J	Soodchomshom, Bumned; Chantngarm, Peerasak								Similarities between normal- and super-currents in topological insulator magnetic tunnel junctions								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				470	21			1949	1954		10.1016/j.physc.2010.08.001			NOV 15 2010	2010										5							WOS:000285324800009		
J	Feng, Wuwei; Dung, Dang Duc; Cho, Sunglae								Ferromagnetism in tetragonally distorted chromium								PHYSICAL REVIEW B				82	13					132401	10.1103/PhysRevB.82.132401			OCT 12 2010	2010										5							WOS:000282809000001		
J	Rahman, Gul; Kim, In Gee; Freeman, Arthur J.								First-principles prediction of spin-density-reflection symmetry driven magnetic transition of CsCl-type FeSe								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				322	20			3153	3158		10.1016/j.jmmm.2010.05.051			OCT 2010	2010										5							WOS:000279743800034		
J	Hannes, W. -R.; Titov, M.								Ballistic charge transport in chiral-symmetric few-layer graphene								EPL				89	4					47007	10.1209/0295-5075/89/47007			FEB 2010	2010										5							WOS:000276100300031		
J	Fukui, Takahiro; Fujiwara, Takanori								Quantization of Non-Abelian Berry Phase for Time-Reversal-Invariant Systems								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				78	9					093001	10.1143/JPSJ.78.093001			SEP 2009	2009										5							WOS:000270068100001		
J	Leon, G.; Berthod, C.; Giamarchi, T.; Millis, A. J.								Hall effect on the triangular lattice								PHYSICAL REVIEW B				78	8					085105	10.1103/PhysRevB.78.085105			AUG 2008	2008										5							WOS:000259406900018		
J	Zhang, Qingming; An, Ming; Yuan, Shikui; Wu, Yong; Wu, Dong; Luo, Jianlin; Wang, Nanlin; Bao, Wei; Wang, Yening								Phonon softening and forbidden mode in Na(0.5)CoO(2) observed by Raman scattering								PHYSICAL REVIEW B				77	4					045110	10.1103/PhysRevB.77.045110			JAN 2008	2008										5							WOS:000252863100029		
J	Yao, Zi-Jian; Li, Jian-Xin; Wang, Z. D.								Band structure renormalization and weak pseudogap behavior in Na(0.33)CoO(2): Fluctuation exchange study based on a single-band model								PHYSICAL REVIEW B				76	21					212506	10.1103/PhysRevB.76.212506			DEC 2007	2007										5							WOS:000251986100019		
J	Li, J. H.; Kong, Y.; Geng, K. W.; Liu, B. X.								Positive correlation between the magnetic moment of Fe and atomic volume in the binary Fe-(Cu, Ag, Au) alloys revealed by ab initio calculations								SCRIPTA MATERIALIA				57	2			105	108		10.1016/j.scriptamat.2007.03.044			JUL 2007	2007										5							WOS:000247059800009		
J	Pan, Wei; Lin, Wen-Chin; Jih, Nai-Yeou; Chuang, Cheng-Hau; Chen, Yu-Chun; Kuo, Chien-Cheng; Huang, Po-Chun; Lin, Minn-Tsong								Structural phase diagram, magnetism, and exchange-biased behavior of Fe films on FexMn1-x/Cu(001)								PHYSICAL REVIEW B				74	22					224430	10.1103/PhysRevB.74.224430			DEC 2006	2006										5							WOS:000243195600066		
J	Uchida, Takashi; Kakehashi, Yoshiro								Phenomenological theory of multiple spin density waves in fcc transition metals								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				75	9					094703	10.1143/JPSJ.75.094703			SEP 2006	2006										5							WOS:000241809500015		
