PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8565							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6050							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3327							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1588							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Cheng, Peng; Zhang, Tong; He, Me; Chen, Xi; Ma, Xucun; Xue, Qikun								Scanning tunneling microscopy studies of topological insulators								PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES				44	5			912	916		10.1016/j.physe.2011.11.004			FEB 2012	2012										6							WOS:000303276200009		
J	Sutherland, Mike; Dunn, J.; Toews, W. H.; O'Farrell, Eoin; Analytis, James; Fisher, Ian; Hill, R. W.								Low-energy quasiparticles probed by heat transport in the iron-based superconductor LaFePO								PHYSICAL REVIEW B				85	1					014517	10.1103/PhysRevB.85.014517			JAN 23 2012	2012										6							WOS:000299423200008		
J	Kuwabara, Akihide; Fisher, Craig A. J.; Ikuhara, Yumi H.; Moriwake, Hiroki; Oki, Hideki; Ikuhara, Yuichi								The influence of charge ordering on the phase stability of spinel LiNi2O4								RSC ADVANCES				2	33			12940	12948		10.1039/c2ra21043f			2012	2012										6							WOS:000312149600061		
J	Wahl, P.; Diekhoener, L.; Schneider, M. A.; Treubel, F.; Lin, C. T.; Kern, K.								Local spectroscopy of the Kondo lattice YbAl3: Seeing beyond the surface with scanning tunneling microscopy and spectroscopy								PHYSICAL REVIEW B				84	24					245131	10.1103/PhysRevB.84.245131			DEC 27 2011	2011										6							WOS:000298563100009		
J	Jia, Jin-Feng; Ma, Xucun; Chen, Xi; Sakurai, T.; Xue, Qi-Kun								STM and MBE: one of the best combinations								JOURNAL OF PHYSICS D-APPLIED PHYSICS				44	46					464007	10.1088/0022-3727/44/46/464007			NOV 23 2011	2011										6							WOS:000296747700008		
J	Ganguli, Ashok K.; Prakash, Jai								Iron-Based Superconductors with Extended FeX4 (X = As and Se) Tetrahedra								EUROPEAN JOURNAL OF INORGANIC CHEMISTRY					26			3868	3876		10.1002/ejic.201100371			SEP 2011	2011										6							WOS:000295265400007		
J	Mesaros, Andrej; Papanikolaou, Stefanos; Zaanen, Jan								Straining topological insulators as a way to detect Majorana fermions								PHYSICAL REVIEW B				84	4					041409	10.1103/PhysRevB.84.041409			JUL 28 2011	2011										6							WOS:000293248000002		
J	De, Sukanta; Boland, Conor S.; King, Paul J.; Sorel, Sophie; Lotya, Mustafa; Patel, U.; Xiao, Z. L.; Coleman, Jonathan N.								Transparent conducting films from NbSe3 nanowires								NANOTECHNOLOGY				22	28					285202	10.1088/0957-4484/22/28/285202			JUL 15 2011	2011										6							WOS:000291468000005		
J	Velasco, Jairo, Jr.; Zhao, Zeng; Zhang, Hang; Wang, Fenglin; Wang, Zhiyong; Kratz, Philip; Jing, Lei; Bao, Wenzhong; Shi, Jing; Lau, Chun Ning								Suspension and measurement of graphene and Bi2Se3 thin crystals								NANOTECHNOLOGY				22	28					285305	10.1088/0957-4484/22/28/285305			JUL 15 2011	2011										6							WOS:000291468000013		
J	Menard, Melissa C.; Ishii, Rieko; Higo, Tomoya; Nishibori, Eigi; Sawa, Hiroshi; Nakatsuji, Satoru; Chan, Julia Y.								High-Resolution Synchrotron Studies and Magnetic Properties of Frustrated Antiferromag nets MAl2S4 (M = Mn2+, Fe2+, Co2+)								CHEMISTRY OF MATERIALS				23	12			3086	3094		10.1021/cm200561p			JUN 28 2011	2011										6							WOS:000291897300010		
J	Zhai, Feng; Mu, Peiyan; Chang, Kai								Energy spectrum of Dirac electrons on the surface of a topological insulator modulated by a spiral magnetization superlattice								PHYSICAL REVIEW B				83	19					195402	10.1103/PhysRevB.83.195402			MAY 2 2011	2011										6							WOS:000290120300007		
J	Guan, Dandan; Bianchi, Marco; Bao, Shining; Perkins, Edward; Meier, Fabian; Dil, J. Hugo; Osterwalder, Juerg; Hofmann, Philip								Strongly enhanced electron-phonon coupling in the Rashba-split state of the Bi/Ag(111) surface alloy								PHYSICAL REVIEW B				83	15					155451	10.1103/PhysRevB.83.155451			APR 27 2011	2011										6							WOS:000292150800008		
J	Park, J. S.; Quesada, A.; Meng, Y.; Li, J.; Jin, E.; Son, H.; Tan, A.; Wu, J.; Hwang, C.; Zhao, H. W.; Schmid, A. K.; Qiu, Z. Q.								Determination of spin-polarized quantum well states and spin-split energy dispersions of Co ultrathin films grown on Mo(110)								PHYSICAL REVIEW B				83	11					113405	10.1103/PhysRevB.83.113405			MAR 23 2011	2011										6							WOS:000288695200001		
J	Zhang, L.; Ling, L. S.; Qu, Z.; Tong, W.; Tan, S.; Zhang, Y. H.								Study of lattice dynamics in the CuIr2S4 system								EUROPEAN PHYSICAL JOURNAL B				77	1			83	86		10.1140/epjb/e2010-00256-5			SEP 2010	2010										6							WOS:000282180700010		
J	Young, Ben-Li; Wu, Jack; Huang, Tzu-Wen; Yeh, Kuo-Wei; Wu, Maw-Kuen								Magnetic fluctuations in FeSe1-delta and Cu-doped FeSe1-delta: Se-77 NMR experiments								PHYSICAL REVIEW B				81	14					144513	10.1103/PhysRevB.81.144513			APR 1 2010	2010										6							WOS:000277210200109		
J	Dong, Yongkwan; McGuire, Michael A.; Yun, Hoseop; DiSalvo, Francis J.								Synthesis, crystal structure, and properties of the rhombohedral modification of the thiospinel CuZr1.86(1)S4								JOURNAL OF SOLID STATE CHEMISTRY				183	3			606	612		10.1016/j.jssc.2009.12.012			MAR 2010	2010										6							WOS:000275634300018		
J	Koshimizu, Masanori; Tsukahara, Hirotaka; Asai, Keisuke								Formation of metastable conductive nanowire in a thiospinel compound CuIr2S4 induced by ion irradiation								NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION B-BEAM INTERACTIONS WITH MATERIALS AND ATOMS				267	7			1125	1128		10.1016/j.nimb.2009.02.052			APR 15 2009	2009										6							WOS:000266155000015		
J	Kumar, Nitesh; Tian, M. L.; Wang, J. G.; Watts, W.; Kindt, J.; Mallouk, T. E.; Chan, M. H. W.								Investigation of superconductivity in electrochemically fabricated AuSn nanowires								NANOTECHNOLOGY				19	36					365704	10.1088/0957-4484/19/36/365704			SEP 10 2008	2008										6							WOS:000258021700022		
J	Bailey, Mark S.; Li, Qing'an; Lobkovsky, Emil B.; Hinks, D. G.; Mitchell, J. F.								The Heusler phases LiRh2Si and LiRh2Ge: Synthesis, structure and properties								JOURNAL OF SOLID STATE CHEMISTRY				181	1			30	36		10.1016/j.jssc.2007.10.030			JAN 2008	2008										6							WOS:000252509600005		
J	Serrate, D; De Teresa, JM; Blasco, J; Morellon, L; Ibarra, MR								Properties of half metallic (Ba0.8Sr0.2)(2-x)La-2x/3#x/3FeMoO6 double perovskites								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				290				1021	1024		10.1016/j.jmmm.2004.11.349			APR 2005	2005						2nd Joint European Magnetic Symposia (JEMS 04)	SEP 05-10, 2004		Dresden, GERMANY	6							WOS:000228837900060		
J	Zhang, T; Branford, WR; Trodahl, HJ; Sharma, A; Rager, J; MacManus-Driscoll, JL; Cohen, LF								Raman spectroscopy of highly aligned thin films of C7Sr2FeMoO6								JOURNAL OF RAMAN SPECTROSCOPY				35	12			1081	1085		10.1002/jrs.1258			DEC 2004	2004										6							WOS:000226266100010		
J	Sasaki, M; Kumagai, K; Kakuyanagi, K; Nagata, S								NMR study on the metal-insulator transition of CuIr(2)S(4)								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				408				822	823		10.1016/j.physc.2004.03.146			AUG 2004	2004						7th International Conference on Materials and Mechanisms of Superconductive and High Temperature Superconductors	MAY 25-30, 2003		Rio de Janeiro, BRAZIL	6							WOS:000224051700346		
J	Volpez, Yanick; Loss, Daniel; Klinovaja, Jelena								Second-Order Topological Superconductivity in pi-Junction Rashba Layers								PHYSICAL REVIEW LETTERS				122	12					126402	10.1103/PhysRevLett.122.126402			MAR 28 2019	2019										5							WOS:000462936100008		
J	Fernandes, Rafael M.; Orth, Peter P.; Schmalian, Joerg								Intertwined Vestigial Order in Quantum Materials: Nematicity and Beyond								Annual Review of Condensed Matter Physics				10				133	154		10.1146/annurev-conmatphys-031218-013200			2019	2019										5							WOS:000461414200007		
J	Liu, Wenqing; Wong, Ping Kwan Johnny; Xu, Yongbing								Hybrid spintronic materials: Growth, structure and properties								PROGRESS IN MATERIALS SCIENCE				99				27	105		10.1016/j.pmatsci.2018.08.001			JAN 2019	2019										5							WOS:000449141500002		
J	Singh, Arun Kumar; Kumar, P.; Late, D. J.; Kumar, Ashok; Patel, S.; Singh, Jai								2D layered transition metal dichalcogenides (MoS2): Synthesis, applications and theoretical aspects								APPLIED MATERIALS TODAY				13				242	270		10.1016/j.apmt.2018.09.003			DEC 2018	2018										5							WOS:000452789900026		
J	Yang, Jingnan; Li, Yuhang; Tian, Kan; Liu, Fenfen; Dou, Xiaodan; Ma, Yanjun; Han, Wenjuan; Xu, Honghao; Liu, Junhai								Passive Q-switching of an Yb:GdCa4O(BO3)(3) laser induced by a few-layer Bi2Te3 topological insulator saturable absorber								LASER PHYSICS LETTERS				15	12					125802	10.1088/1612-202X/aae5b0			DEC 2018	2018										5							WOS:000448181800001		
J	Alexandradinata, A.; Holler, J.								No-go theorem for topological insulators and high-throughput identification of Chern insulators								PHYSICAL REVIEW B				98	18					184305	10.1103/PhysRevB.98.184305			NOV 26 2018	2018										5							WOS:000451331000006		
J	Chen, Wei; Luo, Kun; Li, Lin; Zilberberg, Oded								Proposal for Detecting Nodal-Line Semimetal Surface States with Resonant Spin-Flipped Reflection								PHYSICAL REVIEW LETTERS				121	16					166802	10.1103/PhysRevLett.121.166802			OCT 17 2018	2018										5							WOS:000447486300017		
J	Ren, Pan; Liu, Yamei; He, Jian; Lv, Tu; Gao, Junling; Xu, Guiying								Recent advances in inorganic material thermoelectrics								INORGANIC CHEMISTRY FRONTIERS				5	10			2380	2398		10.1039/c8qi00366a			OCT 1 2018	2018										5							WOS:000448340900001		
J	Yang, Jingnan; Ma, Yanjun; Tian, Kan; Li, Yuhang; Dou, Xiaodan; Han, Wenjuan; Xu, Honghao; Liu, Junhai								High-power passive Q-switching performance of a Yb:YCa4O(BO3)(3) laser with a few-layer Bi2Te3 topological insulator as a saturable absorber								OPTICAL MATERIALS EXPRESS				8	10			3146	3154		10.1364/OME.8.003146			OCT 1 2018	2018										5							WOS:000446102000016		
J	Zhu, Li; Li, Qi-Yuan; Lv, Yang-Yang; Li, Shichao; Zhu, Xin-Yang; Jia, Zhen-Yu; Chen, Y. B.; Wen, Jinsheng; Li, Shao-Chun								Superconductivity in Potassium-Intercalated T-d-WTe2								NANO LETTERS				18	10			6585	6590		10.1021/acs.nanolett.8b03180			OCT 2018	2018										5							WOS:000447355400067		
J	Wang, He; Ma, Lei; Wang, Jian								Tip-induced or enhanced superconductivity: a way to detect topological superconductivity								SCIENCE BULLETIN				63	17			1141	1158		10.1016/j.scib.2018.07.019			SEP 15 2018	2018										5							WOS:000444100500009		
J	Peng, Jing; Yu, Zhi; Wu, Jiajing; Zhou, Yuan; Guo, Yuqiao; Li, Zejun; Zhao, Jiyin; Wu, Changzheng; Xie, Yi								Disorder Enhanced Superconductivity toward TaS2 Monolayer								ACS NANO				12	9			9461	9466		10.1021/acsnano.8b04718			SEP 2018	2018										5							WOS:000445972400066		
J	Huang, Liang; Xu, Hong-Ya; Grebogi, Celso; Lai, Ying-Cheng								Relativistic quantum chaos								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				753				1	128		10.1016/j.physrep.2018.06.006			AUG 17 2018	2018										5							WOS:000444662300001		
J	Singha, Ratnadwip; Roy, Shubhankar; Pariari, Arnab; Satpati, Biswarup; Mandal, Prabhat								Planar Hall effect in the type-II Dirac semimetal VAl3								PHYSICAL REVIEW B				98	8					081103	10.1103/PhysRevB.98.081103			AUG 3 2018	2018										5							WOS:000440717600002		
J	Tang, Weiwei; Politano, Antonio; Guo, Cheng; Guo, Wanlong; Liu, Changlong; Wang, Lin; Chen, Xiaoshuang; Lu, Wei								Ultrasensitive Room-Temperature Terahertz Direct Detection Based on a Bismuth Selenide Topological Insulator								ADVANCED FUNCTIONAL MATERIALS				28	31					1801786	10.1002/adfm.201801786			AUG 1 2018	2018										5							WOS:000440283900020		
J	Virtanen, P.; Bergeret, F. S.; Strambini, E.; Giazotto, F.; Braggio, A.								Majorana bound states in hybrid two-dimensional Josephson junctions with ferromagnetic insulators								PHYSICAL REVIEW B				98	2					020501	10.1103/PhysRevB.98.020501			JUL 3 2018	2018										5							WOS:000437109200001		
J	Krempasky, J.; Muff, S.; Minar, J.; Pilet, N.; Fanciulli, M.; Weber, A. P.; Guedes, E. B.; Caputo, M.; Mueller, E.; Volobuev, V. V.; Gmitra, M.; Vaz, C. A. F.; Scagnoli, V; Springholz, G.; Dil, J. H.								Operando Imaging of All-Electric Spin Texture Manipulation in Ferroelectric and Multiferroic Rashba Semiconductors								PHYSICAL REVIEW X				8	2					021067	10.1103/PhysRevX.8.021067			JUN 18 2018	2018										5							WOS:000435446200001		
J	Lin, Ja-Hon; Huang, Guan-Hao; Ou, Chu-Hsiang; Che, Kuan-Chin; Liu, Wei-Rein; Tasy, Shwu-Yun; Chen, Yao-Hui								Q-Switched Pulse and Mode-Locked Pulse Generation From a Yb3+-Doped Fiber Laser Based on Bi2Se3								IEEE PHOTONICS JOURNAL				10	3					1502410	10.1109/JPHOT.2018.2823785			JUN 2018	2018										5							WOS:000431527100001		
J	Yu, Wing Chi; Zhou, Xiaoting; Chuang, Feng-Chuan; Yang, Shengyuan A.; Lin, Hsin; Bansil, Arun								Nonsymmorphic cubic Dirac point and crossed nodal rings across the ferroelectric phase transition in LiOsO3								PHYSICAL REVIEW MATERIALS				2	5					UNSP 051201	10.1103/PhysRevMaterials.2.051201			MAY 14 2018	2018										5							WOS:000433008500002		
J	Qaiumzadeh, Alireza; Ado, Ivan A.; Duine, Rembert A.; Titov, Mikhail; Brataas, Arne								Theory of the Interfacial Dzyaloshinskii-Moriya Interaction in Rashba Antiferromagnets								PHYSICAL REVIEW LETTERS				120	19					197202	10.1103/PhysRevLett.120.197202			MAY 10 2018	2018										5							WOS:000432989600010		
J	Shiranzaei, Mahroo; Fransson, Jonas; Cheraghchi, Hosein; Parhizgar, Fariborz								Nonlinear spin susceptibility in topological insulators								PHYSICAL REVIEW B				97	18					180402	10.1103/PhysRevB.97.180402			MAY 7 2018	2018										5							WOS:000432024200001		
J	Wang, Qi; Franco-Canellas, Antoni; Ji, Penghui; Buerker, Christoph; Wang, Rong-Bin; Broch, Katharina; Thakur, Pardeep Kumar; Lee, Tien-Lin; Zhang, Haiming; Gerlach, Alexander; Chi, Lifeng; Duhm, Steffen; Schreiber, Frank								Bilayer Formation vs Molecular Exchange in Organic Heterostructures: Strong Impact of Subtle Changes in Molecular Structure								JOURNAL OF PHYSICAL CHEMISTRY C				122	17			9480	9490		10.1021/acs.jpcc.8b01529			MAY 3 2018	2018										5							WOS:000431723700023		
J	Mohammadniaei, Mohsen; Yoon, Jinho; Lee, Taek; Bharate, Bapurao G.; Jo, Jinhee; Lee, Donghyun; Choi, Jeong-Woo								Electrochemical Biosensor Composed of Silver Ion-Mediated dsDNA on Au-Encapsulated Bi2Se3 Nanoparticles for the Detection of H2O2 Released from Breast Cancer Cells								SMALL				14	16					1703970	10.1002/smll.201703970			APR 19 2018	2018										5							WOS:000430398600009		
J	Braun, Juergen; Minar, Jan; Ebert, Hubert								Correlation, temperature and disorder: Recent developments in the one-step description of angle-resolved photoemission								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				740				1	34		10.1016/j.physrep.2018.02.007			APR 18 2018	2018										5							WOS:000432904900001		
J	Uchida, Masaki; Kawasaki, Masashi								Topological properties and functionalities in oxide thin films and interfaces								JOURNAL OF PHYSICS D-APPLIED PHYSICS				51	14					143001	10.1088/1361-6463/aaaf00			APR 11 2018	2018										5							WOS:000426917800001		
J	Li, Chong; Jin, Kyung-Hwan; Zhang, Shuai; Wang, Fei; Jia, Yu; Liu, Feng								Formation of a large gap quantum spin Hall phase in a 2D trigonal lattice with three p-orbitals								NANOSCALE				10	12			5496	5502		10.1039/c7nr09067f			MAR 28 2018	2018										5							WOS:000428787600012		
J	Singha, Ratnadwip; Samanta, Sudeshna; Chatterjee, Swastika; Pariari, Arnab; Majumdar, Dipanwita; Satpati, Biswarup; Wang, Lin; Singha, Achintya; Mandal, Prabhat								Probing lattice dynamics and electron-phonon coupling in the topological nodal-line semimetal ZrSiS								PHYSICAL REVIEW B				97	9					094112	10.1103/PhysRevB.97.094112			MAR 28 2018	2018										5							WOS:000428500800001		
J	Leisegang, Markus; Kuegel, Jens; Klein, Lucas; Bode, Matthias								Analyzing the Wave Nature of Hot Electrons with a Molecular Nanoprobe								NANO LETTERS				18	3			2165	2171		10.1021/acs.nanolett.8b00465			MAR 2018	2018										5							WOS:000427910600084		
J	Mondal, Chiranjit; Kumar, Sourabh; Pathak, Biswarup								Topologically protected hybrid states in graphene-stanene-graphene heterojunctions								JOURNAL OF MATERIALS CHEMISTRY C				6	8			1920	1925		10.1039/c7tc05212j			FEB 28 2018	2018										5							WOS:000426483800003		
J	Jauregui, Luis A.; Kayyalha, Morteza; Kazakov, Aleksandr; Miotkowski, Ireneusz; Rokhinson, Leonid P.; Chen, Yong P.								Gate-tunable supercurrent and multiple Andreev reflections in a superconductor-topological insulator nanoribbon-superconductor hybrid device								APPLIED PHYSICS LETTERS				112	9					093105	10.1063/1.5008746			FEB 26 2018	2018										5							WOS:000427022500037		
J	Choi, Young Gwan; Zhung, Chan June; Park, Sun-Hee; Park, Joonbum; Kim, Jun Sung; Kim, Seongheun; Park, Jaehun; Lee, J. S.								Ultrafast transient photocarrier dynamics of the bulk-insulating topological insulator Bi(1.5)Sb(0.5)Te(1.7)Se1.3								PHYSICAL REVIEW B				97	7					075307	10.1103/PhysRevB.97.075307			FEB 23 2018	2018										5							WOS:000426015300004		
J	Martin-Ruiz, A.; Urrutia, L. F.								Interaction of a hydrogenlike ion with a planar topological insulator								PHYSICAL REVIEW A				97	2					022502	10.1103/PhysRevA.97.022502			FEB 7 2018	2018										5							WOS:000424374600004		
J	Scholz, M. R.; Rogalev, V. A.; Dudy, L.; Reis, F.; Adler, F.; Aulbach, J.; Collins-McIntyre, L. J.; Duffy, L. B.; Yang, H. F.; Chen, Y. L.; Hesjedal, T.; Liu, Z. K.; Hoesch, M.; Muff, S.; Dil, J. H.; Schaefer, J.; Claessen, R.								Topological surface state of alpha-Sn on InSb(001) as studied by photoemission								PHYSICAL REVIEW B				97	7					075101	10.1103/PhysRevB.97.075101			FEB 1 2018	2018										5							WOS:000423989200001		
J	Rogatko, Marek; Wysokinski, Karol I.								Holographic calculation of the magneto-transport coefficients in Dirac semimetals								JOURNAL OF HIGH ENERGY PHYSICS					1					078	10.1007/JHEP01(2018)078			JAN 16 2018	2018										5							WOS:000422672000008		
J	Amamou, Walid; Pinchuk, Igor V.; Trout, Amanda H.; Williams, Robert E. A.; Antolin, Nikolas; Goad, Adam; O'Hara, Dante J.; Ahmed, Adam S.; Windl, Wolfgang; McComb, David W.; Kawakami, Roland K.								Magnetic proximity effect in Pt/CoFe2O4 bilayers								PHYSICAL REVIEW MATERIALS				2	1					011401	10.1103/PhysRevMaterials.2.011401			JAN 12 2018	2018										5							WOS:000423135300001		
J	Li, Zhuojun; Wang, Meng; Zhang, Dejiong; Feng, Nan; Jiang, Wenxiang; Han, Chaoqun; Chen, Weijiong; Ye, Mao; Gao, Chunlei; Jia, Jinfeng; Li, Jixue; Qiao, Shan; Qian, Dong; Xu, Ben; Tian, He; Gao, Bo								Possible structural origin of superconductivity in Sr-doped Bi2Se3								PHYSICAL REVIEW MATERIALS				2	1					UNSP 014201	10.1103/PhysRevMaterials.2.014201			JAN 3 2018	2018										5							WOS:000419105000002		
J	Lachman, Ella O.; Mogi, Masataka; Sarkar, Jayanta; Uri, Aviram; Bagani, Kousik; Anahory, Yonathan; Myasoedov, Yuri; Huber, Martin E.; Tsukazaki, Atsushi; Kawasaki, Masashi; Tokura, Yoshinori; Zeldov, Eli								Observation of superparamagnetism in coexistence with quantum anomalous Hall C = +/- 1 and C = 0 Chern states								NPJ QUANTUM MATERIALS				2						70	10.1038/s41535-017-0072-1			DEC 8 2017	2017										5							WOS:000423483000001		
J	Shang, Hongjing; Ding, Fazhu; Li, Guicun; Wang, Li; Qu, Fei; Zhang, Huiliang; Dong, Zebin; Zhang, He; Gao, Zhaoshun; Zhou, Weiwei; Gu, Hongwei								High performance co-sputtered Bi2Te3 thin films with preferred orientation induced by MgO substrates								JOURNAL OF ALLOYS AND COMPOUNDS				726				532	537		10.1016/j.jallcom.2017.07.337			DEC 5 2017	2017										5							WOS:000412606000066		
J	Schoenhense, G.; Medjanik, K.; Chernov, S.; Kutnyakhov, D.; Fedchenko, O.; Ellguth, M.; Vasilyev, D.; Zaporozhchenko-Zymakova, A.; Panzer, D.; Oelsner, A.; Tusche, C.; Schonhense, B.; Braun, J.; Minar, J.; Ebert, H.; Viefhaus, J.; Wurth, W.; Elmers, H. J.								Spin-filtered time-of-flight k-space microscopy of Ir - Towards the "complete" photoemission experiment								ULTRAMICROSCOPY				183				19	29		10.1016/j.ultramic.2017.06.025			DEC 2017	2017						10th International Workshop on Low Energy Electron Microscopy and Photoemission Electron Microscopy (LEEM/PEEM)	SEP 11-15, 2016	Elmitec; Specs; Focus; ScientaOmicron; Direct Elect; Surface Preparat Lab; Electronoptica; Molecular Foundry; Lawrence Berkeley Natl Lab, Advanced Light Source; SLAC Natl Accelerator Lab	Monterey, CA	5							WOS:000415578200005		
J	Duffy, L. B.; Figueroa, A. I.; van der Laan, G.; Hesjedal, T.								Codoping of Sb2Te3 thin films with V and Cr								PHYSICAL REVIEW MATERIALS				1	6					UNSP 064409	10.1103/PhysRevMaterials.1.064409			NOV 30 2017	2017										5							WOS:000416599400002		
J	Xu, Ming; Jakobs, Stefan; Mazzarello, Riccardo; Cho, Ju-Young; Yang, Zhe; Hollermann, Henning; Shang, Dashan; Miao, Xiangshui; Yu, Zhenhai; Wang, Lin; Wuttig, Matthias								Impact of Pressure on the Resonant Bonding in Chalcogenides								JOURNAL OF PHYSICAL CHEMISTRY C				121	45			25447	25454		10.1021/acs.jpcc.7b07546			NOV 16 2017	2017										5							WOS:000416202900059		
J	Zheng, Hao; Chang, Guoqing; Huang, Shin-Ming; Guo, Cheng; Zhang, Xiao; Zhang, Songtian; Yin, Jiaxin; Xu, Su-Yang; Belopolski, Ilya; Alidoust, Nasser; Sanchez, Daniel S.; Bian, Guang; Chang, Tay-Rong; Neupert, Titus; Jeng, Horng-Tay; Jia, Shuang; Lin, Hsin; Hasan, M. Zahid								Mirror Protected Dirac Fermions on a Weyl Semimetal NbP Surface								PHYSICAL REVIEW LETTERS				119	19					196403	10.1103/PhysRevLett.119.196403			NOV 8 2017	2017										5							WOS:000414664200004		
J	Gedik, Nuh; Vishik, Inna								Photoemission of quantum materials								NATURE PHYSICS				13	11			1029	1033		10.1038/nphys4273			NOV 2017	2017										5							WOS:000414250500003		
J	Kamboj, Varun S.; Singh, Angadjit; Ferrus, Thierry; Beere, Harvey E.; Dufry, Liam B.; Hesjedal, Thorsten; Barnes, Crispin H. W.; Ritchie, David A.								Probing the Topological Surface State in Bi2Se3 Thin Films Using Temperature-Dependent Terahertz Spectroscopy								ACS PHOTONICS				4	11			2711	2718		10.1021/acsphotonics.7b00492			NOV 2017	2017										5							WOS:000415786300013		
J	Kim, Jihwan; Kim, Bum-Kyu; Kim, Hong-Seok; Hwang, Ahreum; Kim, Bongsoo; Doh, Yong-Joo								Macroscopic Quantum Tunneling in Superconducting Junctions of beta-Ag2Se Topological Insulator Nanowire								NANO LETTERS				17	11			6997	7002		10.1021/acs.nanolett.7b03571			NOV 2017	2017										5							WOS:000415029000073		
J	Park, H. J.; Park, Byung Cheol; Lee, Min-Cheol; Jeong, D. W.; Park, Joonbum; Kim, Jun Sung; Ji, Hyo Seok; Shim, J. H.; Kim, K. W.; Moon, S. J.; Kim, Hyeong-Do; Cho, Deok-Yong; Noh, T. W.								Electrodynamic properties of the semimetallic Dirac material SrMnBi2: Two-carrier-model analysis								PHYSICAL REVIEW B				96	15					155139	10.1103/PhysRevB.96.155139			OCT 26 2017	2017										5							WOS:000413765500001		
