PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Geim, A. K.; Novoselov, K. S.								The rise of graphene								NATURE MATERIALS				6	3			183	191		10.1038/nmat1849			MAR 2007	2007										25192							WOS:000244570700015		
J	Castro Neto, A. H.; Guinea, F.; Peres, N. M. R.; Novoselov, K. S.; Geim, A. K.								The electronic properties of graphene								REVIEWS OF MODERN PHYSICS				81	1			109	162		10.1103/RevModPhys.81.109			JAN-MAR 2009	2009										14152							WOS:000264764600004		
J	Lee, Changgu; Wei, Xiaoding; Kysar, Jeffrey W.; Hone, James								Measurement of the elastic properties and intrinsic strength of monolayer graphene								SCIENCE				321	5887			385	388		10.1126/science.1157996			JUL 18 2008	2008										10772							WOS:000257713900044		
J	Balandin, Alexander A.; Ghosh, Suchismita; Bao, Wenzhong; Calizo, Irene; Teweldebrhan, Desalegne; Miao, Feng; Lau, Chun Ning								Superior thermal conductivity of single-layer graphene								NANO LETTERS				8	3			902	907		10.1021/nl0731872			MAR 2008	2008										7253							WOS:000253947400025		
J	Li, Xuesong; Cai, Weiwei; An, Jinho; Kim, Seyoung; Nah, Junghyo; Yang, Dongxing; Piner, Richard; Velamakanni, Aruna; Jung, Inhwa; Tutuc, Emanuel; Banerjee, Sanjay K.; Colombo, Luigi; Ruoff, Rodney S.								Large-Area Synthesis of High-Quality and Uniform Graphene Films on Copper Foils								SCIENCE				324	5932			1312	1314		10.1126/science.1171245			JUN 5 2009	2009										7175							WOS:000266635100041		
J	Kim, Keun Soo; Zhao, Yue; Jang, Houk; Lee, Sang Yoon; Kim, Jong Min; Kim, Kwang S.; Ahn, Jong-Hyun; Kim, Philip; Choi, Jae-Young; Hong, Byung Hee								Large-scale pattern growth of graphene films for stretchable transparent electrodes								NATURE				457	7230			706	710		10.1038/nature07719			FEB 5 2009	2009										7055							WOS:000263064700037		
J	Diebold, U								The surface science of titanium dioxide								SURFACE SCIENCE REPORTS				48	5-8			53	229	PII S0167-5729(02)00100-0	10.1016/S0167-5729(02)00100-0			2003	2003										5446							WOS:000186523100001		
J	Fu, Changhui; Liu, Tianlong; Li, Linlin; Liu, Huiyu; Liang, Qinghua; Meng, Xianwei								Effects of graphene oxide on the development of offspring mice in lactation period								BIOMATERIALS				40				23	31		10.1016/j.biomaterials.2014.11.014			FEB 2015	2015										34							WOS:000348963900003		
J	Hafez, Hassan A.; Al-Naib, Ibraheem; Dignam, Marc M.; Sekine, Yoshiaki; Oguri, Katsuya; Blanchard, Francois; Cooke, David G.; Tanaka, Satoru; Komori, Fumio; Hibino, Hiroki; Ozaki, Tsuneyuki								Nonlinear terahertz field-induced carrier dynamics in photoexcited epitaxial monolayer graphene								PHYSICAL REVIEW B				91	3					035422	10.1103/PhysRevB.91.035422			JAN 16 2015	2015										34							WOS:000348474900002		
J	Dave, Kashyap; Park, Kyung Hee; Dhayal, Marshal								Two-step process for programmable removal of oxygen functionalities of graphene oxide: functional, structural and electrical characteristics								RSC ADVANCES				5	116			95657	95665		10.1039/c5ra18880f			2015	2015										34							WOS:000364907300031		
J	Jones, Travis E.; Rocha, Tulio C. R.; Knop-Gericke, Axel; Stampfl, Catherine; Schloegl, Robert; Piccinin, Simone								Thermodynamic and spectroscopic properties of oxygen on silver under an oxygen atmosphere								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				17	14			9288	9312		10.1039/c5cp00342c			2015	2015										34							WOS:000351933600084		
J	Luo, Lin-Bao; Hu, Han; Wang, Xian-He; Lu, Rui; Zou, Yi-Feng; Yu, Yong-Qiang; Liang, Feng-Xia								A graphene/GaAs near-infrared photodetector enabled by interfacial passivation with fast response and high sensitivity								JOURNAL OF MATERIALS CHEMISTRY C				3	18			4723	4728		10.1039/c5tc00449g			2015	2015										34							WOS:000353768100017		
J	Nacken, T. J.; Damm, C.; Walter, J.; Rueger, A.; Peukert, W.								Delamination of graphite in a high pressure homogenizer								RSC ADVANCES				5	71			57328	57338		10.1039/c5ra08643d			2015	2015										34							WOS:000357805500010		
J	Bulusheva, L. G.; Tur, V. A.; Fedorovskaya, E. O.; Asanov, I. P.; Pontiroli, D.; Ricco, M.; Okotrub, A. V.								Structure and supercapacitor performance of graphene materials obtained from brominated and fluorinated graphites								CARBON				78				137	146		10.1016/j.carbon.2014.06.061			NOV 2014	2014										34							WOS:000341463900015		
J	Vasilopoulou, Maria; Georgiadou, Dimitra G.; Soultati, Anastasia; Boukos, Nikos; Gardelis, Spyros; Palilis, Leonidas C.; Fakis, Mihalis; Skoulatakis, Georgios; Kennou, Stella; Botzakaki, Martha; Georga, Stavroula; Krontiras, Christoforos A.; Auras, Florian; Fattakhova-Rohlfing, Dina; Bein, Thomas; Papadopoulos, Theodoros A.; Davazoglou, Dimitrios; Argitis, Panagiotis								Atomic-Layer-Deposited Aluminum and Zirconium Oxides for Surface Passivation of TiO2 in High-Efficiency Organic Photovoltaics								ADVANCED ENERGY MATERIALS				4	15					1400214	10.1002/aenm.201400214			OCT 28 2014	2014										34							WOS:000344368500002		
J	Chen, Yiming; Huang, Zidong; Zhang, Haiyan; Chen, Yuting; Cheng, Zhengdong; Zhong, Yaobing; Ye, Yipeng; Lei, Xianling								Synthesis of the graphene/nickel oxide composite and its electrochemical performance for supercapacitors								INTERNATIONAL JOURNAL OF HYDROGEN ENERGY				39	28			16171	16178		10.1016/j.ijhydene.2014.01.165			SEP 23 2014	2014						International Conference on Electrochemical Materials and Technologies for Clean Sustainable Energy (ICES)	JUL 05-09, 2013	Sun Yatsen Univ; Penn State Univ; Yancheng Inst Technol	Guangzhou, PEOPLES R CHINA	34							WOS:000342861500102		
J	Ge, Yanfeng; Wan, Wenhui; Feng, Wanxiang; Xiao, Di; Yao, Yugui								Effect of doping and strain modulations on electron transport in monolayer MoS2								PHYSICAL REVIEW B				90	3					035414	10.1103/PhysRevB.90.035414			JUL 14 2014	2014										34							WOS:000339444800012		
J	Ye, Lijuan; Xu, Haiyan; Zhang, Dingke; Chen, Shijian								Synthesis of bilayer MoS2 nanosheets by a facile hydrothermal method and their methyl orange adsorption capacity								MATERIALS RESEARCH BULLETIN				55				221	228		10.1016/j.materresbull.2014.04.025			JUL 2014	2014										34							WOS:000338605600036		
J	Hang, Shuojin; Moktadir, Zakaria; Mizuta, Hiroshi								Raman study of damage extent in graphene nanostructures carved by high energy helium ion beam								CARBON				72				233	241		10.1016/j.carbon.2014.01.071			JUN 2014	2014										34							WOS:000334010600027		
J	Hasan, Tawfique; Sun, Zhipei; Tan, PingHeng; Popa, Daniel; Flahaut, Emmanuel; Kelleher, Edmund J. R.; Bonaccorso, Francesco; Wang, Fengqiu; Jiang, Zhe; Torrisi, Felice; Privitera, Giulia; Nicolosi, Valeria; Ferrari, Andrea C.								Double-Wall Carbon Nanotubes for Wide-Band, Ultrafast Pulse Generation								ACS NANO				8	5			4836	4847		10.1021/nn500767b			MAY 2014	2014										34							WOS:000336640600074		
J	Low, Tony; Guinea, Francisco; Yan, Hugen; Xia, Fengnian; Avouris, Phaedon								Novel Midinfrared Plasmonic Properties of Bilayer Graphene								PHYSICAL REVIEW LETTERS				112	11					116801	10.1103/PhysRevLett.112.116801			MAR 18 2014	2014										34							WOS:000332925900030		
J	Ye, Dong; Wu, Shu-Qun; Yu, Yao; Liu, Lin; Lu, Xin-Pei; Wu, Yue								Patterned graphene functionalization via mask-free scanning of micro-plasma jet under ambient condition								APPLIED PHYSICS LETTERS				104	10					103105	10.1063/1.4866788			MAR 10 2014	2014										34							WOS:000333082800062		
J	Li, Chi; Cole, Matthew T.; Lei, Wei; Qu, Ke; Ying, Kai; Zhang, Yan; Robertson, Alex R.; Warner, Jamie H.; Ding, Shuyi; Zhang, Xiaobing; Wang, Baoping; Milne, William I.								Highly Electron Transparent Graphene for Field Emission Triode Gates								ADVANCED FUNCTIONAL MATERIALS				24	9			1218	1227		10.1002/adfm.201300322			MAR 2014	2014										34							WOS:000332337000004		
J	Wang, Baolin; Wu, Jiangtao; Gu, Xiaokun; Yin, Hanqing; Wei, Yujie; Yang, Ronggui; Dresselhaus, Mildred								Stable planar single-layer hexagonal silicene under tensile strain and its anomalous Poisson's ratio								APPLIED PHYSICS LETTERS				104	8					081902	10.1063/1.4866415			FEB 24 2014	2014										34							WOS:000332619100037		
J	Esch, Tobit R.; Gadaczek, Immanuel; Bredow, Thomas								Surface structures and thermodynamics of low-index of rutile, brookite and anatase - A comparative DFT study								APPLIED SURFACE SCIENCE				288				275	287		10.1016/j.apsusc.2013.10.021			JAN 1 2014	2014										34							WOS:000327493400037		
J	Fu, Changjing; Zhao, Guogang; Zhang, Haijun; Li, Shuang								A Facile Route to Controllable Synthesis of Fe3O4/Graphene Composites and Their Application in Lithium-Ion Batteries								INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE				9	1			46	60					JAN 2014	2014										34							WOS:000328931100005		
J	Fujii, Shintaro; Ziatdinov, Maxim; Ohtsuka, Misako; Kusakabe, Koichi; Kiguchi, Manabu; Enoki, Toshiaki								Role of edge geometry and chemistry in the electronic properties of graphene nanostructures								FARADAY DISCUSSIONS				173				173	199		10.1039/c4fd00073k			2014	2014										34							WOS:000348331500011		
J	Saha, Sanjit; Jana, Milan; Samanta, Pranab; Murmu, Naresh Chandra; Kim, Nam Hoon; Kuila, Tapas; Lee, Joong Hee								Hydrothermal synthesis of Fe3O4/RGO composites and investigation of electrochemical performances for energy storage applications								RSC ADVANCES				4	84			44777	44785		10.1039/c4ra07388f			2014	2014										34							WOS:000342993800063		
J	Shin, Jungwoo; Park, Kyusung; Ryu, Won-Hee; Jung, Ji-Won; Kim, Il-Doo								Graphene wrapping as a protective clamping layer anchored to carbon nanofibers encapsulating Si nanoparticles for a Li-ion battery anode								NANOSCALE				6	21			12718	12726		10.1039/c4nr03173c			2014	2014										34							WOS:000344997500064		
J	Zhang, Xiang; Rajaraman, Bhavatharini R. S.; Liu, Huihui; Ramakrishna, Seeram								Graphene's potential in materials science and engineering								RSC ADVANCES				4	55			28987	29011		10.1039/c4ra02817a			2014	2014										34							WOS:000339554500027		
J	Wright, Louise B.; Rodger, P. Mark; Walsh, Tiffany R.; Corni, Stefano								First-Principles-Based Force Field for the Interaction of Proteins with Au(100)(5 x 1): An Extension of GoIP-CHARMM								JOURNAL OF PHYSICAL CHEMISTRY C				117	46			24292	24306		10.1021/jp4061329			NOV 21 2013	2013										34							WOS:000327557300024		
J	Ducere, Jean-Marie; Lepetit, Christine; Chauvin, Remi								Carbo-graphite: Structural, Mechanical, and Electronic Properties								JOURNAL OF PHYSICAL CHEMISTRY C				117	42			21671	21681		10.1021/jp4067795			OCT 24 2013	2013										34							WOS:000326260000006		
J	Boschetto, Davide; Malard, Leandro; Lui, Chun Hung; Mak, Kin Fai; Li, Zhiqiang; Yan, Hugen; Heinz, Tony F.								Real-Time Observation of Interlayer Vibrations in Bilayer and Few-Layer Graphene								NANO LETTERS				13	10			4620	4623		10.1021/nl401713h			OCT 2013	2013										34							WOS:000326356300006		
J	Li, Jiayuan; Ren, Zhaoyu; Zhou, Yixuan; Wu, Xiaojun; Xu, Xinlong; Qi, Mei; Li, Weilong; Bai, Jintao; Wang, Li								Scalable synthesis of pyrrolic N-doped graphene by atmospheric pressure chemical vapor deposition and its terahertz response								CARBON				62				330	336		10.1016/j.carbon.2013.05.070			OCT 2013	2013										34							WOS:000322931300037		
J	Gasparini, Elisa; Tarantino, Serena C.; Ghigna, Paolo; Riccardi, M. Pia; Cedillo-Gonzalez, Erika I.; Siligardi, Cristina; Zema, Michele								Thermal dehydroxylation of kaolinite under isothermal conditions								APPLIED CLAY SCIENCE				80-81				417	425		10.1016/j.clay.2013.07.017			AUG 2013	2013										34							WOS:000325039100056		
J	Jie, Wenjing; Hui, Yeung Yu; Chan, Ngai Yui; Zhang, Yang; Lau, Shu Ping; Hao, Jianhua								Ferroelectric Polarization Effects on the Transport Properties of Graphene/PMN-PT Field Effect Transistors								JOURNAL OF PHYSICAL CHEMISTRY C				117	26			13747	13752		10.1021/jp404350r			JUL 4 2013	2013										34							WOS:000321542000047		
J	Ishikawa, Atsushi; Tanaka, Takuo								Plasmon hybridization in graphene metamaterials								APPLIED PHYSICS LETTERS				102	25					253110	10.1063/1.4812813			JUN 24 2013	2013										34							WOS:000321145200081		
J	Lei, Wei; Li, Chi; Cole, Matthew T.; Qu, Ke; Ding, Shuyi; Zhang, Yan; Warner, Jamie H.; Zhang, Xiaobing; Wang, Baoping; Milne, William I.								A graphene-based large area surface-conduction electron emission display								CARBON				56				255	263		10.1016/j.carbon.2013.01.004			MAY 2013	2013										34							WOS:000317700200030		
J	Yelin, Tamar; Vardimon, Ran; Kuritz, Natalia; Korytar, Richard; Bagrets, Alexei; Evers, Ferdinand; Kronik, Leeor; Tal, Oren								Atomically Wired Molecular Junctions: Connecting a Single Organic Molecule by Chains of Metal Atoms								NANO LETTERS				13	5			1956	1961		10.1021/nl304702z			MAY 2013	2013										34							WOS:000318892400014		
J	Ochedowski, O.; Bussmann, B. Kleine; d'Etat, B. Ban; Lebius, H.; Schleberger, M.								Manipulation of the graphene surface potential by ion irradiation								APPLIED PHYSICS LETTERS				102	15					153103	10.1063/1.4801973			APR 15 2013	2013										34							WOS:000318269200073		
J	Wang, Yan; Zhou, Chenghong; Wang, Wucong; Zhao, Yaping								Preparation of Two Dimensional Atomic Crystals BN, WS2, and MoS2 by Supercritical CO2 Assisted with Ultrasound								INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH				52	11			4379	4382		10.1021/ie303633c			MAR 20 2013	2013										34							WOS:000316594200042		
J	Kim, Sung; Shin, Dong Hee; Kim, Chang Oh; Kang, Soo Seok; Joo, Soong Sin; Choi, Suk-Ho; Hwang, Sung Won; Sone, Cheolsoo								Size-dependence of Raman scattering from graphene quantum dots: Interplay between shape and thickness								APPLIED PHYSICS LETTERS				102	5					053108	10.1063/1.4790641			FEB 4 2013	2013										34							WOS:000314770300083		
J	Martinez, Enrique; Senninger, Oriane; Fu, Chu-Chun; Soisson, Frederic								Decomposition kinetics of Fe-Cr solid solutions during thermal aging								PHYSICAL REVIEW B				86	22					224109	10.1103/PhysRevB.86.224109			DEC 17 2012	2012										34							WOS:000312364700001		
J	Wojtoniszak, Malgorzata; Mijowska, Ewa								Controlled oxidation of graphite to graphene oxide with novel oxidants in a bulk scale								JOURNAL OF NANOPARTICLE RESEARCH				14	11					1248	10.1007/s11051-012-1248-z			NOV 2012	2012										34							WOS:000310608100008		
J	Urich, Alexander; Pospischil, Andreas; Furchi, Marco M.; Dietze, Daniel; Unterrainer, Karl; Mueller, Thomas								Silver nanoisland enhanced Raman interaction in graphene								APPLIED PHYSICS LETTERS				101	15					153113	10.1063/1.4758696			OCT 8 2012	2012										34							WOS:000310304900071		
J	Hao, Feng; Wang, Xiao; Zhou, Chen; Jiao, Xingjian; Li, Xin; Li, Jianbao; Lin, Hong								Efficient Light Harvesting and Charge Collection of Dye-Sensitized Solar Cells with (001) Faceted Single Crystalline Anatase Nanoparticles								JOURNAL OF PHYSICAL CHEMISTRY C				116	36			19164	19172		10.1021/jp3053967			SEP 13 2012	2012										34							WOS:000308631300012		
J	Karasiev, Valentin V.; Sjostrom, Travis; Trickey, S. B.								Generalized-gradient-approximation noninteracting free-energy functionals for orbital-free density functional calculations								PHYSICAL REVIEW B				86	11					115101	10.1103/PhysRevB.86.115101			SEP 4 2012	2012										34							WOS:000308288300001		
J	Saini, Viney; Abdulrazzaq, Omar; Bourdo, Shawn; Dervishi, Enkeleda; Petre, Anca; Bairi, Venu Gopal; Mustafa, Thikra; Schnackenberg, Laura; Viswanathan, Tito; Biris, Alexandru S.								Structural and optoelectronic properties of P3HT-graphene composites prepared by in situ oxidative polymerization								JOURNAL OF APPLIED PHYSICS				112	5					054327	10.1063/1.4751271			SEP 1 2012	2012										34							WOS:000309072200140		
J	Lee, C. -C.; Miller, J. M.; Schibli, T. R.								Doping-induced changes in the saturable absorption of monolayer graphene								APPLIED PHYSICS B-LASERS AND OPTICS				108	1			129	135		10.1007/s00340-012-5095-5			JUL 2012	2012										34							WOS:000307253200019		
J	Podila, Ramakrishna; Rao, Rahul; Tsuchikawa, Ryuichi; Ishigami, Masa; Rao, Apparao M.								Raman Spectroscopy of Folded and Scrolled Graphene								ACS NANO				6	7			5784	5790		10.1021/nn302331p			JUL 2012	2012										34							WOS:000306673800006		
J	Srivastava, N.; He, Guowei; Luxmi; Mende, P. C.; Feenstra, R. M.; Sun, Yugang								Graphene formed on SiC under various environments: comparison of Si-face and C-face								JOURNAL OF PHYSICS D-APPLIED PHYSICS				45	15					154001	10.1088/0022-3727/45/15/154001			APR 18 2012	2012										34							WOS:000302282900002		
J	Li, Qing; Han, Chengbo; Horton, Scott R.; Fuentes-Cabrera, Miguel; Sumpter, Bobby G.; Lu, Wenchang; Bernholc, Jerry; Maksymovych, Petro; Pan, Minghu								Supramolecular Self-Assembly of pi-Conjugated Hydrocarbons via 2D Cooperative CH/pi Interaction								ACS NANO				6	1			566	572		10.1021/nn203952e			JAN 2012	2012										34							WOS:000299368300068		
J	Li, Zhiping; Gao, Faming								Structure, bonding, vibration and ideal strength of primitive-centered tetragonal boron nitride								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				14	2			869	876		10.1039/c1cp22914a			2012	2012										34							WOS:000298552800051		
J	Muir, J. N.; Choi, Y.; Idriss, H.								Computational study of ethanol adsorption and reaction over rutile TiO2 (110) surfaces								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				14	34			11910	11919		10.1039/c2cp40641a			2012	2012										34							WOS:000307305000007		
J	Yang, Weiguang; Wang, Yali; Shi, Weimin								One-step synthesis of single-crystal anatase TiO2 tetragonal faceted-nanorods for improved-performance dye-sensitized solar cells								CRYSTENGCOMM				14	1			230	234		10.1039/c1ce05844d			2012	2012										34							WOS:000300617000034		
J	Otero-de-la-Roza, A.; Luana, Victor								Equations of state and thermodynamics of solids using empirical corrections in the quasiharmonic approximation								PHYSICAL REVIEW B				84	18					184103	10.1103/PhysRevB.84.184103			NOV 11 2011	2011										34							WOS:000296911600003		
J	van Ostaay, J. A. M.; Akhmerov, A. R.; Beenakker, C. W. J.; Wimmer, M.								Dirac boundary condition at the reconstructed zigzag edge of graphene								PHYSICAL REVIEW B				84	19					195434	10.1103/PhysRevB.84.195434			NOV 8 2011	2011										34							WOS:000296865900010		
J	Wagner, Philipp; Ewels, Christopher P.; Ivanovskaya, Viktoria V.; Briddon, Patrick R.; Pateau, Amand; Humbert, Bernard								Ripple edge engineering of graphene nanoribbons								PHYSICAL REVIEW B				84	13					134110	10.1103/PhysRevB.84.134110			OCT 21 2011	2011										34							WOS:000296370300002		
J	Kowalski, Piotr M.; Jahn, Sandro								Prediction of equilibrium Li isotope fractionation between minerals and aqueous solutions at high P and T: An efficient ab initio approach								GEOCHIMICA ET COSMOCHIMICA ACTA				75	20			6112	6123		10.1016/j.gca.2011.07.039			OCT 15 2011	2011										34							WOS:000295641600018		
J	Abtew, Tesfaye A.; Sun, Y. Y.; Shih, Bi-Ching; Dev, Pratibha; Zhang, S. B.; Zhang, Peihong								Dynamic Jahn-Teller Effect in the NV- Center in Diamond								PHYSICAL REVIEW LETTERS				107	14					146403	10.1103/PhysRevLett.107.146403			SEP 30 2011	2011										34							WOS:000296285800019		
J	Di Bartolomeo, Antonio; Giubileo, Filippo; Santandrea, Salvatore; Romeo, Francesco; Citro, Roberta; Schroeder, Thomas; Lupina, Grzegorz								Charge transfer and partial pinning at the contacts as the origin of a double dip in the transfer characteristics of graphene-based field-effect transistors								NANOTECHNOLOGY				22	27					275702	10.1088/0957-4484/22/27/275702			JUL 8 2011	2011										34							WOS:000291021200040		
J	Sakai, Yuki; Koretsune, Takashi; Saito, Susumu								Electronic structure and stability of layered superlattice composed of graphene and boron nitride monolayer								PHYSICAL REVIEW B				83	20					205434	10.1103/PhysRevB.83.205434			MAY 31 2011	2011										34							WOS:000291090100014		
J	Garcia, Jorge M.; He, Rui; Jiang, Mason P.; Kim, Philip; Pfeiffer, Loren N.; Pinczuk, Aron								Multi layer graphene grown by precipitation upon cooling of nickel on diamond								CARBON				49	3			1006	1012		10.1016/j.carbon.2010.11.008			MAR 2011	2011										34							WOS:000286683500031		
J	Bialon, A. F.; Hammerschmidt, T.; Drautz, R.; Shah, S.; Margine, E. R.; Kolmogorov, A. N.								Possible routes for synthesis of new boron-rich Fe-B and Fe1-xCrxB4 compounds								APPLIED PHYSICS LETTERS				98	8					081901	10.1063/1.3556564			FEB 21 2011	2011										34							WOS:000287764300019		
J	Sun, Y.; Cui, H.; Gong, L.; Chen, Jian; Shen, P. K.; Wang, C. X.								Field nanoemitter: One-dimension Al4C3 ceramics								NANOSCALE				3	7			2978	2982		10.1039/c1nr10194c			2011	2011										34							WOS:000292776300041		
J	Dutta, Sudipta; Pati, Swapan K.								Edge reconstructions induce magnetic and metallic behavior in zigzag graphene nanoribbons								CARBON				48	15			4409	4413		10.1016/j.carbon.2010.07.057			DEC 2010	2010										34							WOS:000283447700024		
J	Cocchi, Caterina; Prezzi, Deborah; Calzolari, Arrigo; Molinari, Elisa								Spin-transport selectivity upon Co adsorption on antiferromagnetic graphene nanoribbons								JOURNAL OF CHEMICAL PHYSICS				133	12					124703	10.1063/1.3478317			SEP 28 2010	2010										34							WOS:000282648000047		
J	Baer, Roi; Rabani, Eran								Can Impact Excitation Explain Efficient Carrier Multiplication in Carbon Nanotube Photodiodes?								NANO LETTERS				10	9			3277	3282		10.1021/nl100639h			SEP 2010	2010										34							WOS:000281498200010		
J	Du, Mao-Hua; Singh, David J.								Enhanced Born charges in III-VII, IV-VII2, and V-VII3 compounds								PHYSICAL REVIEW B				82	4					045203	10.1103/PhysRevB.82.045203			JUL 16 2010	2010										34							WOS:000279993500005		
J	Zitko, R.; Pruschke, Th								Many-particle effects in adsorbed magnetic atoms with easy-axis anisotropy: the case of Fe on the CuN/Cu(100) surface								NEW JOURNAL OF PHYSICS				12						063040	10.1088/1367-2630/12/6/063040			JUN 30 2010	2010										34							WOS:000279878800006		
J	Lou, Ping; Lee, Jin Yong								Spin Controlling in Narrow Zigzag Silicon Carbon Nanoribbons by Carrier Doping								JOURNAL OF PHYSICAL CHEMISTRY C				114	24			10947	10951		10.1021/jp911953z			JUN 24 2010	2010										34							WOS:000278845300038		
J	Sasaki, Ken-ichi; Saito, Riichiro; Wakabayashi, Katsunori; Enoki, Toshiaki								Identifying the Orientation of Edge of Graphene Using G Band Raman Spectra								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				79	4					044603	10.1143/JPSJ.79.044603			APR 2010	2010										34							WOS:000276688700025		
J	Wang, Xue-Feng; Chakraborty, Tapash								Coulomb screening and collective excitations in biased bilayer graphene								PHYSICAL REVIEW B				81	8					081402	10.1103/PhysRevB.81.081402			FEB 2010	2010										34							WOS:000275053300018		
J	Chen, W.; Tse, J. S.; Jiang, J. Z.								An ab initio study of 5d noble metal nitrides: OsN2, IrN2, PtN2 and AuN2								SOLID STATE COMMUNICATIONS				150	3-4			181	186		10.1016/j.ssc.2009.10.029			JAN 2010	2010										34							WOS:000273801500009		
J	Singh, Manoj K.; Titus, Elby; Goncalves, Gil; Marques, Paula A. A. P.; Bdikin, Igor; Kholkin, Andrei L.; Gracio, Jose J. A.								Atomic-scale observation of rotational misorientation in suspended few-layer graphene sheets								NANOSCALE				2	5			700	708		10.1039/b9nr00256a			2010	2010										34							WOS:000277610100010		
J	Karmakar, Soumen; Kulkarni, Naveen V.; Nawale, Ashok B.; Lalla, Niranjan P.; Mishra, Ratikant; Sathe, V. G.; Bhoraskar, S. V.; Das, A. K.								A novel approach towards selective bulk synthesis of few-layer graphenes in an electric arc								JOURNAL OF PHYSICS D-APPLIED PHYSICS				42	11					115201	10.1088/0022-3727/42/11/115201			JUN 7 2009	2009										34							WOS:000266250300023		
J	Allen, Matthew J.; Fowler, Jesse D.; Tung, Vincent C.; Yang, Yang; Weiller, Bruce H.; Kaner, Richard B.								Temperature dependent Raman spectroscopy of chemically derived graphene								APPLIED PHYSICS LETTERS				93	19					193119	10.1063/1.3011030			NOV 10 2008	2008										34							WOS:000260944100102		
J	Camara, N.; Rius, G.; Huntzinger, J. -R.; Tiberj, A.; Mestres, N.; Godignon, P.; Camassel, J.								Selective epitaxial growth of graphene on SiC								APPLIED PHYSICS LETTERS				93	12					123503	10.1063/1.2988645			SEP 22 2008	2008										34							WOS:000259799100096		
J	Johnston, Cliff T.; Kogel, Jessica Elzea; Bish, David L.; Kogure, Toseiihiro; Murray, Haydn H.								Low-temperature FTIR study of kaolin-group minerals								CLAYS AND CLAY MINERALS				56	4			470	485		10.1346/CCMN.2008.0560408			AUG 2008	2008										34							WOS:000259664600008		
J	Kuroda, Marcelo A.; Leburton, Jean-Pierre								Joule heating induced negative differential resistance in freestanding metallic carbon nanotubes								APPLIED PHYSICS LETTERS				89	10					103102	10.1063/1.2345244			SEP 4 2006	2006										34							WOS:000240384000074		
J	Calandra, M; Mauri, F								Electron-phonon coupling and phonon self-energy in MgB2: interpretation of MgB2 Raman spectra								PHYSICAL REVIEW B				71	6					064501	10.1103/PhysRevB.71.064501			FEB 2005	2005										34							WOS:000228013500058		
J	Gao, Zan; Schwab, Yosyp; Zhang, Yunya; Song, Ningning; Li, Xiaodong								Ferromagnetic Nanoparticle-Assisted Polysulfide Trapping for Enhanced Lithium-Sulfur Batteries								ADVANCED FUNCTIONAL MATERIALS				28	20					1800563	10.1002/adfm.201800563			MAY 16 2018	2018										33							WOS:000431959500018		
J	Kaplan, Amir; Yuan, Zhe; Benck, Jesse D.; Rajan, Ananth Govind; Chu, Ximo S.; Wang, Qing Hua; Strano, Michael S.								Current and future directions in electron transfer chemistry of graphene								CHEMICAL SOCIETY REVIEWS				46	15			4530	4571		10.1039/c7cs00181a			AUG 7 2017	2017										33							WOS:000406613800008		
J	Vecera, Philipp; Chacon-Torres, Julio C.; Pichler, Thomas; Reich, Stephanie; Soni, Himadri R.; Goerling, Andreas; Edelthalhammer, Konstantin; Peterlik, Herwig; Hauke, Frank; Hirsch, Andreas								Precise determination of graphene functionalization by in situ Raman spectroscopy								NATURE COMMUNICATIONS				8						15192	10.1038/ncomms15192			MAY 8 2017	2017										33							WOS:000400860600001		
J	He, Junjie; Li, Xiao; Lyu, Pengbo; Nachtigall, Petr								Near-room-temperature Chern insulator and Dirac spin-gapless semiconductor: nickel chloride monolayer								NANOSCALE				9	6			2246	2252		10.1039/c6nr08522a			FEB 14 2017	2017										33							WOS:000395626600019		
J	Liu, Dong; Li, Libo; You, Tianyan								Superior catalytic performances of platinum nanoparticles loaded nitrogen-doped graphene toward methanol oxidation and hydrogen evolution reaction								JOURNAL OF COLLOID AND INTERFACE SCIENCE				487				330	335		10.1016/j.jcis.2016.10.038			FEB 1 2017	2017										33							WOS:000388550600038		
J	Lu, Pengchao; Kim, Joon-Seok; Yang, Jing; Gao, Hao; Wu, Juefei; Shao, Dexi; Li, Bin; Zhou, Dawei; Sun, Jian; Akinwande, Deji; Xing, Dingyu; Lin, Jung-Fu								Origin of superconductivity in the Weyl semimetal WTe2 under pressure								PHYSICAL REVIEW B				94	22					224512	10.1103/PhysRevB.94.224512			DEC 19 2016	2016										33							WOS:000390249000006		
